SPANISH	Selected_Proto4	score	PORTUGUESE	ITALIAN	FRENCH	Selected_Proto5	ROMANIAN	LATIN-CORRECT	Selected_Proto1	Selected_Proto2	Selected_Proto3	final_proposed_protoform
taβeɾna	tavɛrnnɐ	-3.8382334681417607	tɐbɛɾənɐ	tavɛrna	tavɛʁn	tavɛɾnəɐ	tavernə	tabɛrnam	tavɛrnaɐ	tavɛɾnaɐ	tavɛrnəɐ	tavɛɾna
-		-1.7094379124341004	tabɨ	-	-		-	tabɛm	tabɨ			tabɨ
-		-1.8094379124341002	tabidʊ	-	-		-	tabɪdʊm	tabidʊ			tabidʊ
taβla	tablaa	-2.952798663029129	tabuɐ	tavola	tabl	taboəa	tablə	tablam	tabləa	tablɐa	tablla	tabla
taβla	tavləa	-2.4419730392631385	-	tavola	tabl	tavlla	tablə	tabʊlam	tabləa	tablla	tablaa	tabla
taθeɾ	tatʃɾae	-4.186517230544911	-	tatʃɛre	tɛʁ	tatʃɛre	tətʃea	takerɛ	tatʃeae	tatʃere	tatʃɛae	tatʃɛa
taktil	takiile	-2.5039301339884137	tatil	tattile	taktil	tattlle	-	taktɪlɛm	taktile	tattile	taktlle	taptil
teða	tada	-2.8735656450638754	-	teda	-	zeda	zadə	taɪdam	teda	teða	tedə	tada
teðjoso	tedjozʊ	-3.9832008018085467	tediozʊ	tediozo	tədjø	tedjoso	-	taɪdɪosʊm	tediozo	tediozʊ	tedjozo	tʊdjʊmzʊm
tetɾo	tɛtrʊ	-2.045685936634719	tɛtɹʊ	tɛtro	-	tɛtɾʊ	-	taɪtrʊm	tɛtro	tɛtɾo	tɛtɹo	tɛtrʊm
tetɾiko	tetɹikʊ	-1.9445753210365941	tɛtɹikʊ	-	-	tɛtɾiko	-	taɪtrɪkʊm	tetɾiko	tetɾikʊ	tetɹiko	tɛtɾikʊm
-		-1.4094379124341003	-	talɛa	-		-	talɛam	talɛa			talɛa
talpa	tawpaɪɾɐ	-4.134702830341763	tuwpeɪɾɐ	talpa	top	tappaɪɾɐ	-	talpam	talpaɪɾɐ	tolpaɪɾɐ	talpeɪɾɐ	talpaɾɐ
talud	tɐlodɨ	-2.750422093749666	tɐludɨ	talo	-		-	talʊm	taludɨ	talodɨ	tɐludɨ	taluda
-		-1.9594379124341001	-	tameritʃe	-		-	tamarɪkɛm	tameritʃe			tameritʃe
-		-2.1813275618596997	-	tamizo	tami		-	tamɪsɪʊm	tamizo			tamiza
taŋxiɾ	taŋŋdere	-4.3807122063929755	tɐ̃ŋʒeɹ	tandʒere	-	taŋŋdeee	atiŋdʒe	taŋɡɛrɛ	taŋŋdʒee	taŋŋdʒre	taŋŋdɾee	taŋdʒre
tanto	taŋto	-3.8529495923987387	tɐ̃ŋtʊ	tanto	tɑ̃	tɐnto	-	tantʊm	tanto	tɑnto	tantʊ	tɑntʊm
tapiθ	tapieɨo	-3.4863113260082264	tɐpetɨ	tappeto	tapi	tapitto	-	tapetɛm	tapieto	tapiθto	tapiθɨo	tapea
taɾðaɾ	taɾdarɹ	-3.5819715971687307	tɐɾədaɹ	tardare	taʁde	taɾdaae	-	tardarɛ	taɾdaɾe	taɾdare	taɾdaɾɹ	taɾdaa
taɾðo	tardif	-4.3359067651612735	taɾədʊ	tardo	taʁdif	tardiʊ	tɨrziu	tardʊm	tardou	tardof	tardiu	tardʊm
-	tɛʁmiitɨ	-2.7034911077061836	tɛɾəmitɨ	termite	tɛʁmi	tɛʁmiieɨ	-	tarmɪtɛm	tɛʁmiteɨ	tɛrmiteɨ	tɛʁmittɨ	tɛʁmcta
-	toʁifɔomme	-2.457945608651872	-	tauriforme	toʁifɔʁm	toʁiffʁmme	-	taʊrɪformɛm	toʁifɔʁrme	toʁifɔorme	toʁifɔʁmme	tuʁifɔʁrma
-	taksatjɔone	-2.6222486599431485	-	tassatsione	taksasjɔ̃	taksassione	-	taksatɪonɛm	taksasjɔone	taksasjione	taksassɔone	taksasjɔna
tasaɾ	taksere	-4.03859710046829	tɐʃaɹ	tassare	takse	taksɾre	taksa	taksarɛ	taksare	tassare	taksɹre	taksaa
texon	tesso	-4.225282143344838	teɪʃʊ	tasso	tɛsɔ̃	tessn	-	taksʊm	tesɔo	tesɔn	tesɔʊ	texʊm
tetʃo	twtto	-3.7877765070146525	tɛtʊ	tetto	twa	twtʃo	-	tektʊm	tetʊo	tetto	tetʃo	twptʊm
texa	teʎl	-3.687340813412436	teʎɐ	teʎa	tyil	teia	-	teɡʊlam	teʎa	teʎɐ	texa	teʎa
tela	telɐə	-4.8461931824579025	tɛlɐ	tɛla	twal	telɾə	teaɾə	telam	tɛlaə	telaə	tellə	tela
-		-1.8594379124341003	-	-	temeʁɛʁ		-	tɛmɛrarɪʊm	temeʁɛʁ			tamaʁɛʁ
temeɾiðad	temeɾiðadɨ	-2.7795235566211853	temɨɾidadɨ	temerita	temeʁite	temeɾidadɨ	-	tɛmɛrɪtatɛm	temeɾitadɨ	temeʁitadɨ	temeritadɨ	temeɾitada
-		-1.9929693050586228	temɨɾaɹ	-	-		-	tɛmɛrarɛ	temɨɾaɹ			temɨɾaɹ
timon	timɐne	-3.340462378397305	timɐ̃ʊ̃	timone	timɔ̃	timɔʊe	-	temonɛm	timone	timoʊe	timɔne	timɔna
-	tempɛrɾjɨ	-2.121577964480997	teɪmpɛɾjɨ	tempɛrie	-	tempɛɛieɨ	-	tɛmpɛrɪɛm	tempɛrieɨ	tempɛrijɨ	tempɛrɾeɨ	tempɛrija
tempeɾaɾ	tempepaɾɹ	-4.287985361233991	teɪmpɨɾaɹ	temperare	tɑ̃peʁe	tempeeaɾa	astɨmpəɾa	tɛmpɛrarɛ	tempepaɾe	tempeeaɾe	tempepaɾa	tempaeɾa
tempoɾal	tempoɛale	-3.736589415982028	teɪmpuɾɑl	temporale	tɑ̃poʁɛl	tempoɛall	tempoɾal	tɛmpɔralɛm	tempoɾale	tempoɾall	temporale	tempuɾala
tempɾano		-1.4224960484012372	-	-	-		-	tɛmpɔranɛʊm	tempɾano			tempɾanʊm
tempoɾaɾjo	tempoɛarioʊ	-3.747358619157486	teɪmpuɾaɾjʊ	temporario	tɑ̃poʁɛʁ	tempoɛarɾoʊ	-	tɛmpɔrarɪʊm	tempoɛaɾjoʊ	tempoɛarjoʊ	tempoɛaɾioʊ	tempoɛaɾjʊm
-		-1.6594379124341003	-	-	-		timpuɾiw	tɛmpɔrɪwʊm	timpuɾiw			timpuɾiw
-		-2.2649030205422647	-	-	tɑ̃tasjɔ̃		-	tɛmptatɪonɛm	tɑtasjɔ			tɑtasjɔ
tentaɾ	tentarɹ	-3.2216373855253373	teɪŋtaɹ	tentare	tɑ̃te	tentaae	-	tɛmptarɛ	tentare	tentaɾe	tentaɾɹ	tentaa
temulɛnto		-1.4417732930770368	-	-	-		-	temʊlɛntʊm	temulɛnto			tomulɛntʊm
tendeɾ	tenderɹ	-4.28388007689948	teɪŋdeɹ	tɛndere	tɑ̃dʁ	tendeee	tinde	tɛndɛrɛ	tendeɾe	tendeɾɹ	tendere	tender
tinjeβla	tenebʁəa	-4.249081872536365	tɹɛvɐ	tɛnebra	tenɛbʁ	tenebʁaa	tenebrə	tɛnɛbram	tenebrəa	tenebrla	tenebraa	tenɛbrla
tinjeβlas	tenɛbrlas	-4.212989899192694	tɹɛvɐʃ	tɛnebre	tenɛbʁ	tenɛbβeas	-	tɛnɛbras	tenɛbʁeas	tenɛbreas	tenɛbʁlas	tenɛbres
teneβɾoso	tenebroso	-2.708614726282973	-	tenebrozo	tenebʁø	tenebɾozo	-	tɛnɛbrosʊm	tenebrozo	tenebʁozo	tenebʁoso	tanebrʊmsʊm
teneɾ	tennee	-5.392241099923293	tɨɹ	tenere	təniʁ	teneee	tsine	tɛnerɛ	teneʁe	teneɾe	tenere	taner
tjeɾno	tɛnəno	-5.627382389997074	tɛɾənʊ	tɛnero	tɑ̃dʁ	tɛnənʊ	tɨnər	tɛnɛrʊm	tɛnəro	tɛnərʊ	tɛnʁro	tɛnənʊm
tenoɾ	tenœʁe	-4.2298172985102305	tiuɹ	tenore	tənœʁ	tenœre	-	tɛnorɛm	tenoʁe	tenoɾe	tenore	tenœa
tensjon	tensione	-4.239352101896031	teɪŋsɐ̃ʊ̃	tensione	tɑ̃sjɔ̃	tensɔone	tensjune	tensɪonɛm	tensjone	tensjune	tensjɐne	tensjuna
tesuɾa	tezuɾa	-2.0474746085914286	tezuɾɐ	-	-		-	tensuram	tesuɾa	tezuɾɐ	tesuɾɐ	tozuɾa
tentaɾ	tɑneaɾ	-1.7880465718564742	-	-	tɑ̃te	teteaɾ	-	tɛntarɛ	tɑntaɾ	tɑteaɾ	tɑttaɾ	tɑnta
tenwe	tenue	-2.874775480894444	-	tɛnue	teny	tɛnye	-	tɛnʊɛm	tenwe	tenye	tɛnue	tenua
tiβjo	tjɛjido	-3.801890701659107	tibjʊ	tjɛpido	tjɛd	tjɛjodo	-	tɛpɪdʊm	tjɛjʊdo	tiɛjido	tiɛjodo	tiɛjɛdʊm
-		-1.5425823589626382	-	tepore	-		-	tɛporɛm	tepore			teprea
-	tɛrebɹa	-1.9165090365202362	tɛɾɨbɹɐ	tɛrebra	-	tɛrɨbra	-	tɛrɛbram	tɛrebra	tɛrebɹɐ	tɛrebrɐ	tɛrɨbra
-		-2.0272209480904837	teɾɨbɹaɹ	-	-		-	tɛrɛbrarɛ	teɾɨbɹaɹ			teɾɨbɹaɹ
teɾxeɾ		-2.03258146374831	-	-	-		-	tɛrɡerɛ	teɾxeɾ			teɾxeɾ
-		-2.4568932485848136	-	-	tɛʁʒivɛʁsasjɔ̃		-	tɛrɡɪwɛrsatɪonɛm	tɛʁʒivɛʁsasjɔ			tɛʁʒivɛʁsasjɔ
-	teʁʒʒivʁseaaɹ	-3.649151015902222	teɾəʒivɨɾəsaɹ	terdʒiversare	tɛʁʒivɛʁse	teʁʒʒivʁsesre	-	tɛrɡɪwɛrsari	teʁʒʒivʁseare	teʁʒʒivʁsearɹ	teʁʒʒivʁseaae	teʁʒʒivʁsara
-		-1.53258146374831	-	tɛrdʒere	-		-	tɛrɡɛrɛ	tɛrdʒere			trdʒerea
-		-1.8094379124341002	tɛɾənʊ	-	-		-	tɛrnos	tɛɾənʊ			tɛɾənʊ
teremoto	terrmmtto	-2.8882202460240274	teʁɨmɔtʊ	terremɔto	-	terrmmtoo	-	tɛrraɪmɔtʊm	terrmotoo	terrmmtʊo	terrmotto	terrmʊmtʊm
tereno	terenoo	-4.361390560426321	teʁenʊ	terreno	tɛʁɛ̃	terenno	teɾen	tɛrrenʊm	teʁenʊo	teʁenoo	teʁenno	teʁenʊm
tereo	tereoo	-2.679929888496674	tɛʁiʊ	terrɛo	-	terroo	-	tɛrrɛʊm	terrɛo	terrʊo	tereɛo	tɛreɛʊm
teɾso	tɛɾssʊ	-2.250565501354249	tɛɾəsʊ	tɛrso	-	tɛɾəoʊ	-	tɛrsʊm	tɛɾsoʊ	tɛrsoʊ	teɾsoʊ	tɛɾsʊm
teɾθjaɾ	tertsjɾre	-2.431216497214363	-	tertsjare	-	tertsaare	-	tɛrtɪarɛ	tertsjare	tertjjare	tertsaɾre	tertjarea
teɾθjo	tertsjʊ	-5.40385471032819	tɛɾəsjʊ	tɛrtso	tjɛʁ	tɛɾtsoʊ	terts	tɛrtɪʊm	tertsoʊ	teɾtsoʊ	tɛrtsoʊ	tertsʊm
testimonjo	testimɔnjo	-3.353223929491797	teʃtɨmonjʊ	testimɔnio	temwɛ̃	testɛmonjo	-	tɛstɪmonɪʊm	testimonjo	testimonjʊ	testimonio	tastimɔnjʊm
-		-1.321956841931875	-	tɛste	-		-	tɛstɛm	tɛste			tɛsta
testuðo	tɛstudoʒine	-3.050755623353305	-	testudʒʒine	tɛstydo	testudʒʒine	-	tɛstudɪnɛm	testudoʒine	testuðoʒine	testydoʒine	tostudʒʒina
tekstil	teksiil	-2.280082888690247	testil	-	tɛkstil	tekttil	tekstil	tɛkstɪlɛ	tekstil	tesstil	tekstll	tɛkstil
tekstoɾjo		-1.5107312068216505	-	-	-		-	tɛkstorɪʊm	tekstoɾjo			tekstʊmɾjʊm
tekstuɾa	tekstyʁa	-2.455240083905168	teʃtuɾɐ	-	tɛkstyʁ	tekstyɐa	-	tɛksturam	tekstuɾa	tekstyɾa	tekstuʁa	tɛkstuɾa
teksto	teksʊo	-3.1149684616923055	teʃtʊ	tɛsto	tɛkst	teksoo	tekst	tɛkstʊm	teksto	tɛksto	tektto	tɛkstʊm
talamo		-1.5094379124341002	-	talamo	-		-	tʰalamʊm	talamo			talamʊm
tekla	tekkə	-3.6481201002591543	-	tɛka	tɛ	teklə	teakə	tʰekam	tekka	tekaə	tekaa	taka
teosofia	teozufia	-2.6159877135883733	tiuzufiɐ	teozofia	teozofi	teuzofia	-	tʰɛɔsɔpʰɪam	teozofia	teosofia	teozofiɐ	teʊmzufia
tesoɾo	tezoɾoʊ	-4.724873278822834	tezoɪɾʊ	tezɔro	tʁezɔʁ	tezoɪoʊ	tezaur	tʰesaʊrʊm	tezouoʊ	tezoɔoʊ	tezoroʊ	tezʊmrʊm
tia	tiaa	-2.2257286443082553	tiɐ	dzia	-	tzaa	-	tʰiam	tiɐa	tzia	tiia	tia
tio	tioo	-2.157945608651872	tiʊ	dzio	-	tzoo	-	tʰiʊm	tiʊo	tzio	tiio	tiʊm
tɾaθjo	tɾatjo	-2.406840365271642	tɹasjʊ	tratʃo	-	trasjo	-	tʰrakɪʊm	tɾaθjo	tratjo	traθjo	traθjʊm
-		-1.5594379124341002	-	tratʃe	-		-	tʰrakɛm	tratʃe			tratʃe
tɾono	tʁono	-2.8188758248682007	-	trɔno	tʁɔ̃n	trono	-	tʰrɔnʊm	trɔno	tʁɔno	tɾɔno	trɔnʊm
-		-1.8094379124341002	-	-	-		təmyje	tʰymɪama	təmyje			təmyje
-		-2.0094379124341	tiɾəsiʒɨɾʊ	-	-		-	tʰyrsɪɡɛrʊm	tiɾəsiʒɨɾʊ			tiɾəsiʒɨɾʊ
-	toʁso	-2.3510464522925454	-	torso	tɔʁs		-	tʰyrsʊm	tɔʁso	torso	tɔrso	tɔrsa
-		-1.606893248584813	-	tibjale	-		-	tibɪalɛm	tibjale			tibjala
tilja	tijja	-3.8869180897811617	tiljɐ	tiʎo	tɛj	tijjɐ	tej	tɪlɪam	tilja	tiljɐ	tijoa	tija
temeɾ	temere	-3.5872029156507463	tɨmeɹ	temere	timid	timede	teme	tɪmerɛ	temede	temeɾe	temeɹe	temer
-		-1.3094379124341002	-	-	timidite		-	tɪmɪdɪtatɛm	timidite			timidcta
timiðo		-1.9972245773362192	-	timido	timid		-	tɪmɪdʊm	timido	timiðo		timid
temoɾ	temoree	-4.034542830140249	tɨmoɹ	timore	-	temoaee	temɔaɾe	tɪmorɛm	temorɾe	temoaɾe	temoɾɾe	temoae
tina		-1.934802057337662	tinɐ	tina	tin		-	tinam	tina	tinɐ		tina
tiɲa	tɛɲɲa	-2.4681005369557116	tiɲɐ	tiɲɲa	tɛɲ	tɛɲaa	-	tɪnɛam	tiɲɐa	tiɲɲa	tiɲaa	tiɲa
tintaɾ	tintʒɾre	-2.760270794691562	tiŋtaɹ	tindʒere	-	tintʒere	-	tɪŋɡɛrɛ	tintaɾre	tintaɹre	tintaere	tintaɹra
-		-1.98258146374831	tiniɹ	-	-		-	tɪnnirɛ	tiniɹ			tiniɹ
-		-1.991759469228055	tinidʊ	-	-		-	tɪnnitʊm	tinidʊ			tinidʊ
-		-2.101207325310395	tiŋtinabulʊ	-	-		-	tɪntɪnnabʊlʊm	tiŋtinabulʊ			tiŋtinabulʊ
tipula	tipylɐ	-2.198047467070803	tipulɐ	tipula	tipyl		-	tɪppʊlam	tipula	tipulɐ	tipyla	tipula
-		-1.5094379124341002	-	titanio	-		-	tɪtanɪʊm	titanio			titanio
-	titileare	-1.9802644314144193	-	titillare	titije		-	titɪllarɛ	titijlare	titijeare	titillare	tptiliara
tituβeaɾ	tituβeaɾ	-2.163306124309698	-	-	titybe		-	tɪtʊbarɛ	titybeaɾ	tityβeaɾ	titubeaɾ	tptyβea
titulaɾ	titulare	-2.8011790724730843	titulaɹ	titolare	titylɛʁ	titylaʁe	-	tɪtʊlarɛm	titulaʁe	titulaɾe	titulaɹe	titulaa
-		-1.8094379124341002	-	-	tmɛz		-	tmesɪn	tmɛz			tmɛz
-		-4.7594379124341	-	-	tyf		-	tofʊm	tyf			tyf
toɣa	toʒa	-2.6279492378976075	-	tɔɡa	tɔʒ	toɡa	-	tɔɡam	tɔɡa	tɔʒa	tɔɣa	tɔʒa
-		-1.5094379124341002	-	toɡato	-		-	tɔɡatʊm	toɡato			toɡatʊm
toʎeɾ	tɔʎeɹe	-2.9349972702891414	tuʎeɹ	tɔʎere	-	toʎere	-	tɔllɛrɛ	toʎeɾe	tɔʎere	tɔʎeɾe	tʊmʎer
-		-2.207945608651872	-	tomo	tɔm		-	tɔmʊm	tomo	tɔmo		tɔmʊm
tundiɾ	tundeɾ	-4.661215324426999	tuzaɹ	tozare	tɔ̃dʁ	tundrɾ	tunde	tɔnderɛ	tundre	tundie	tundee	tundae
estɾuɛndo	tunetdndo	-5.1352085637268345	ʃtɹoŋdʊ	-	tɔnɛʁ	tunetdʊdo	tunet	tɔnɪtrʊm	tunetɛndo	tunetɛʊdo	tuneʁɛndo	tunetɛndʊm
-		-2.042969305058623	tunitɹuʊ	-	-		-	tɔnɪtrʊʊm	tunitɹuʊ			tunitɹuʊ
toɪson	tozznn	-5.084641519286496	tuzɐ̃ʊ̃	tozone	twazɔ̃	tozzoe	-	tonsɪonɛm	tozzɔe	tozzɔn	tozzne	tozznʊm
tixeɾa	tixeɪaɐ	-2.3589066451502134	tezoɪɾɐ	-	-	tixoɾaɐ	-	tonsorɪʊm	tixeɪɾɐ	tixeɾaɐ	tixeɾɾɐ	tixoɾa
tuso	tuzo	-2.6365542680742458	-	tozo	-	tuzs	tuns	tonsʊm	tuns	tuso	tuno	tunsʊm
toɾmɛnto	turmɑntotʊ	-4.762093333387711	tuɾəmeɪŋtʊ	tormento	tuʁmɑ̃	tuɾmentŋtʊ	turment	tɔrmɛntʊm	turmentotʊ	tuɾmentotʊ	turmentŋtʊ	tuɾmenttʊ
toɾno	toɾnoʊ	-3.8777545753514593	toɾənʊ	tornio	tuʁ	toɾniʊ	-	tɔrnʊm	toɾnio	toɾnno	toɾnoo	toɾnʊm
toɾpeðo	toɾpɛðoʊ	-2.6403915526283948	tuɾəpedʊ	torpɛdo	-	toɾpɛeoʊ	-	tɔrpedɪnɛm	toɾpedoʊ	toɾpɛdoʊ	toɾpeðoʊ	tʊmɾpɛdʊm
toɾpiðo		-1.4635885922613585	-	-	-		-	tɔrpɪdʊm	toɾpiðo			tʊmpiðʊm
toɾpoɾ	toɾppɾɹ	-2.8093434954897605	tuɾəpoɹ	-	-	toɾəoɾɹ	-	tɔrporɛm	toɾpoɾɹ	toɾppoɹ	toɾpooɹ	tʊmppʊmɹ
toɾθeɾ	tɔɾrʁere	-5.637010196758602	tuɾəseɹ	tɔrtʃere	tɔʁdʁ	tɔɾrʁeee	tɔartʃe	tɔrkwerɛ	tɔɾrteɹe	tɔɾrtere	tɔɾrteee	tɔɾrter
-		-1.4068932485848131	-	-	toʁefje		-	tɔrrɛfakɛrɛ	toʁefje			tʊʁaflia
toraɾ	toʁaɹ	-2.301046452292545	tuʁaɹ	-	-	turaɾ	-	tɔrrerɛ	toraɾ	toraɹ	toʁaɾ	tura
toɾtil	tortile	-1.9147237372027113	-	tɔrtile	-		-	tɔrtɪlɛm	toɾtile	tɔrtile	tɔɾtile	tʊmrtila
toɾθon	toɾəonʊ	-2.739181716797827	tuɾəsɐ̃ʊ̃	-	-	toɾθsɐʊ	-	tɔrtɪonɛm	toɾθonʊ	toɾθoɐʊ	toɾθsnʊ	tuɾθʊmnʊ
toɾtoɾ	toɾtore	-1.964723737202711	-	tortore	-		-	tɔrtorɛm	toɾtoɾe	tortore	tortoɾe	tʊmrtʊmɾa
tweɾto	tortoo	-4.79295685089021	toɾətʊ	tɔrto	tɔʁ	torttʊ	tort	tɔrtʊm	tɔrtto	tortto	tɔrttʊ	tɔrtʊm
-		-1.5094379124341002	-	tuɔrlo	-		-	tɔrʊlʊm	tuɔrlo			tuɔrlʊm
tweɾo	tweʊo	-2.1434070875143005	tɔɾʊ	-	-	twɾɾo	-	tɔrʊm	tweɾo	tɔeɾo	twɾʊo	tɔɾʊm
-	tɔɾvvʊ	-2.4627400212978854	toɾəvʊ	-	tɔʁv	toʁvvʊ	-	tɔrwʊm	tɔʁəvʊ	tɔɾəvʊ	tɔʁvvʊ	tɔʁəva
-	tossikare	-1.876455506448012	-	tossikare	-		topseka	tɔksɪkarɛ	topsekare	topsikare	tossekare	topsekara
tɾaβal	tɾabal	-2.812740021297885	tɹɐbɑl	-	-	tɾɐβal	-	trabalɛm	tɾaβal	tɾabɑl	tɾaβɑl	tɾabɑl
tɾaβekula	tɾabekula	-2.92773155599067	tɹɐbɛkulɐ	trabekola	tʁabekyl	tɹabekula	-	trabekʊlam	tʁabekula	tʁabekulɐ	trabekula	trabokula
tɾaβa	tɹave	-2.694348297882774	tɹavɨ	trave	tʁave	tʁava	-	trabɛm	tʁave	trave	tɾave	trava
tɾataðo	tratatto	-3.520626724944957	tɹɐtadʊ	trattato	tʁɛte	trataaoo	tratat	traktatʊm	tratatʊo	tratatoo	trataato	tratatʊm
tɾetʃo	tʁetto	-4.325585351254313	tɹeʃʊ	tratto	tʁɛ	tretto	-	traktʊm	tʁetʃo	tʁetʊo	tretʃo	trɛttʊm
tɾaɪðoɾ	tradəoore	-5.476689245464289	tɹaɪdoɹ	traditore	tʁɛtʁ	tradʁoore	trədətor	tradɪtorɛm	tradətore	traditore	tradʁtore	tradtora
tɾaeɾ	tradɾre	-5.0351295192130205	tɹɐiɹ	tradire	tʁaiʁ	tradɹre	trəda	tradɛrɛ	tradire	tradare	tradʁre	tradia
tɾaðukθjon	tʁaduksjɔne	-3.7850694723154312	tɹɐdusɐ̃ʊ̃	tradutsione	tʁadyksjɔ̃	traduksjone	-	tradʊktɪonɛm	tʁaduksjone	tɾaduksjone	tɹaduksjone	traduksjɛna
-		-1.6094379124341003	-	traltʃo	-		-	tradʊkɛm	traltʃo			traltʃo
-		-1.3594379124341003	-	tradʒedo	-		-	traɡɔɪdʊm	tradʒedo			tradʒedʊm
tɾaʎa	traʎula	-4.004195673750957	tɹaʎɐ	traɡula	tʁaj	traʎala	-	traɡʊlam	tʁaʎɐla	tʁaʎula	tʁaʎala	tʁaʎua
-		-1.5594379124341002	-	-	-		tretʃe	traɪkɛrɛ	tretʃe			tretʃe
-		-1.9568932485848132	-	-	tʁalyiʁ		-	tralukerɛ	tʁalyiʁ			tʁalyiʁ
tɾama	tʁama	-3.502844999948401	tɹɐ̃mɐ	trama	tʁam	tramɐ	tramə	tramam	tramə	trama	tɾama	trama
tɾamite	tramitɨ	-2.3188540172921566	tɹɐ̃mitɨ	tramite	-	tɾamitɨ	-	tramɪtɛm	tramite	tɾamite	tɹamite	tramita
-	trimeteere	-1.8338958920292163	-	tramettere	-	tramiteere	trimite	tramɪttɛrɛ	trimittere	trimettere	trimiteere	trimitter
tɾankilo	tɾankwillo	-3.5986943201211425	tɹɐ̃ŋkwilʊ	trankwillo	tʁɑ̃kil	trankwillo	-	traŋkwɪllʊm	tʁankwilʊo	tʁankwillo	trankwilʊo	trankwilʊm
tɾansakθjon	tʁansasjione	-3.3732249498051936	-	transatsione	tʁɑ̃zaksjɔ̃	tʁansassɔone	-	transaktɪonɛm	tʁansassione	tʁansasjɔone	tʁansasjjone	tʁansasjɔna
tɾasθendeɾ	tʁasɑeeereɹ	-5.032786008090588	tɹɐ̃ŋseɪŋdeɹ	traʃɛndere	tʁɑ̃sɑ̃de	tʁasɑeeeeeɹ	-	transkɛndɛrɛ	tʁasɑeeedeɹ	tʁasɑeedreɹ	tʁasɑeedeeɹ	tʁasɑaadea
tɾanskɾiβiɾ	tʁaskkiʁeie	-4.709085465511219	tɹɐ̃ŋskɹɨveɹ	traskrivere	tʁɑ̃skʁiʁ	tʁaskkiʁere	-	transkribɛrɛ	tʁaskkiʁeiɾ	tʁaskkiʁerɾ	tʁaskkiʁerɹ	tʁaskiʁea
tɾansiɾ	transiɾe	-3.9290598467322764	tɹɐ̃ŋziɹ	transire	tʁɑ̃ziʁ	transire	-	transirɛ	tʁansiɾe	tʁansiɹe	tʁansire	transia
tɾansfeɾiɾ	tʁɑssfʁɾiɾ	-3.5495193831172913	tɹɐ̃ŋsfɨɾiɹ	-	tʁɑ̃sfeʁe	tʁɑssfʁɾiɹ	-	transfɛrrɛ	tʁɑssfeɾiɹ	tʁɑssfeɾiɾ	tʁɑssfɨɾiɾ	tʁɑssfɨɾiɾ
-		-1.294797761385257	-	transfluire	-		-	transflʊɛrɛ	transfluire			transfuirea
tɾansfoɾmaθjon	transfommajsone	-5.318501079884124	tɹɐ̃ŋsfuɾəmɐsɐ̃ʊ̃	trasformatsione	tʁɑ̃sfɔʁmasjɔ̃	transfommassone	transformatsje	transformatɪonɛm	transfommatsone	transfommaθsone	transfommaɐsone	transfummatsona
tɾansfuɣa	tʁɑsffuɣa	-2.656800981701778	-	-	tʁɑ̃sfyʒ	tʁɑssyʒɣa	-	transfʊɡam	tʁɑsfyʒɣa	tʁɑsfyuɣa	tʁɑsffʒɣa	tʁɑsfyɣa
tɾansfundiɾ	trasfondeie	-2.0818231015456163	-	trasfondere	-	trasfonddre	-	transfʊndɛrɛ	trasfondere	trasfondeiɾ	trasfonderɾ	trasfonder
tɾansɣɾeðiɾ	tʁazɡʁɛseiɹ	-4.576524502108984	tɹɐ̃ŋzɡɹɨdiɹ	trazɡredire	tʁɑ̃zɡʁɛse	tʁazɡʁɛsiiɾ	-	transɡrɛdi	tʁazɡʁɛsiie	tʁazɡʁɛseie	tʁazɡʁɛseiɾ	tʁazɡʁɛia
-		-1.5367300547221077	-	trazɡressione	-		-	transɡrɛssɪonɛm	trazɡressione			trazɡrexiona
tɾansixiɾ	tʁɑziixiɾ	-3.105213949555858	-	-	tʁɑ̃ziʒe	tʁɑzsʒeiɾ	-	transɪɡɛrɛ	tʁɑziʒeiɾ	tʁɑziʒxiɾ	tʁɑziieiɾ	tʁɑzseiɾ
-	tʁɑziito	-3.402490676049706	tɹɐ̃ŋzitʊ	transito	tʁɑ̃zit	tʁɑziitʊ	-	transɪtʊm	tʁɑzsitʊ	tʁɑzzito	tʁɑzsito	tʁɑzzita
tɾaslaθjon	traslaajsoee	-5.40105138338673	tɹɐ̃ŋzlɐsɐ̃ʊ̃	trazlatsione	tʁɑ̃slasjɔ̃	traslaajsnee	translatsje	translatɪonɛm	traslaajsjne	traslaajsone	traslaajsjee	traslaasjae
tɾasluθiɾ	tʁalyiʁiɾe	-3.7797014486341913	-	tralutʃere	tʁalyiʁ	tʁalyiʃere	-	translukerɛ	tʁalyiʁere	tʁalyiʁeɾe	tʁalyiʁire	tʁalyuʁiɾa
tɾansmiɣɾaɾ	tʁasmiɡʁeae	-3.1406788830943584	-	trazmiɡrare	tʁɑ̃smiɡʁe	tʁasmiɡʁeaɾ	-	transmɪɡrarɛ	tʁasmiɡʁare	tʁasmiɡʁere	tʁasmiɡʁerɾ	tʁasmiɡʁaa
tɾansmisjon	tʁasmissione	-4.247580561655871	tɹɐ̃ŋzmisɐ̃ʊ̃	trazmissione	tʁɑ̃smisjɔ̃	tʁasmiisɔone	-	transmɪssɪonɛm	tʁasmissjone	tʁasmissɔone	tʁasmissɐone	tʁasmissjʊna
