ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT	parsimony_proto1	parsimony_proto2	parsimony_proto3	parsimony_proto4	parsimony_proto5
səptəmɨnə	-	settimana	-	-	sɛptɪmanam	səptəmɨnə	səptəmɨna	səptəmanə	səptəmana	səptimɨnə
-	sepylkʁ	sepolkro	sepulkɾo	-	sɛpʊlkrʊm	sepylkʁo	sepylkro	sepylkɾo	sepolkʁo	sepolkro
-	sepyltyʁ	sepoltura	sepultuɾa	sepuwtuɾɐ	sɛpʊlturam	sepultuɾa	sepultuɾɐ	sepultuʁa	sepultura	sepyltuɾa
-	-	seɡwatʃe	sekwaθ	sɨkwaʃ	sɛkwakɛm	sekwatʃe	sekwaθʃe	sekwaʃʃe	seɡwatʃe	seɡwaθʃe
-	seʁafik	serafiko	seɾafiko	seɾafikʊ	sɛrapʰɪkʊm	seɾafiko	seɾafikʊ	seʁafiko	serafiko	seʁafikʊ
ɨnsenina	-	serenare	seɾenaɾ	seɾɨnaɹ	sɛrenarɛ	seɾenana	seɾenane	seɾenara	seɾenare	seɾenaɾa
-	-	sɛriko	siɾɣo	siɾəɡʊ	serɪkʊm	siɾiko	siɾikʊ	siɾioo	siɾioʊ	siɾiɡo
seɾjos	seʁjø	seriozo	-	-	serɪosʊm	seɾjoso	seɾjozo	seʁjoso	seʁjozo	serjoso
-	sɛʁmɔ̃	sermone	seɾmon	sɨɾəmɐ̃ʊ̃	sɛrmonɛm	seɾmone	seɾmonʊ	seɾmoɐe	seɾmoɐʊ	seɾmɔne
-	sɛʁe	serrare	θeraɾ	sɨʁaɹ	sɛrɛrɛ	seʁaare	seʁaɾre	seʁaɹre	seraare	seraɾre
-	-	serotino	seɾotino	seɾotinʊ	serotɪnʊm	seɾotino	seɾotinʊ	serotino	serotinʊ	
-	sɛʁpɑ̃tɛ̃	serpentino	seɾpentino	-	sɛrpɛntinʊm	seʁpentino	serpentino	seɾpentino	seʁpenɛino	serpenɛino
-	-	-	sjera	sɛʁɐ	sɛrram	sjera	sjeɐa	sjʁra	sjʁɐa	sɛera
-	-	-	serin	seʁaʒeɪŋ	sɛrraɡɪnɛm	serineɪŋ	seriʒeɪŋ	seraneɪŋ	seraʒeɪŋ	seʁineɪŋ
-	-	-	seraɾ	sɨʁaɹ	sɛrrarɛ	seraɾ	seraɹ	seʁaɾ	seʁaɹ	sɨraɾ
zer	seʁɔm	sjɛro	sweɾo	soɾʊ	sɛrʊm	serɔo	serro	serɾo	serʊo	seʁɔo
seaɾə	swaʁ	sera	-	sɨɾɐ̃ʊ̃	serʊm	seaɾə	seaɾʊ	seaʁə	seaʁʊ	seaaə
-	sɛʁvɑ̃	serviɛnte	siɾβjɛnte	-	sɛrwɪɛntɛm	sɛʁvɑɛnte	sɛʁviɛnte	sɛʁvjɛnte	sɛrvɑɛnte	sɛrviɛnte
servil	sɛʁvil	servile	seɾβil	sɨɾəvil	sɛrwilɛm	servile	servill	seɾvile	seɾvill	seʁvile
-	sɛʁvityd	-	seɾβiðumbɾe	seɾəvidɐ̃ʊ̃	sɛrwɪtudɪnɛm	seɾvitydbɾe	seɾvitydʊɾe	seɾvitymbɾe	seɾvitymʊɾe	seɾvityɐbɾe
-	-	servitu	seɾβitud	seɾəvitudɨ	sɛrwɪtutɛm	seɾvituddɨ	seɾvituudɨ	seɾβituddɨ	seɾβituudɨ	seɾəituddɨ
serba	-	servare	seɾβaɾ	-	sɛrwarɛ	serbare	serbaɾe	servare	servaɾe	serβare
-	-	seskuntʃa	-	-	sɛskʊŋkɪam	seskuntʃa				
-	-	seskwipedale	seskipeðal	-	seskwɪpɛdalɛm	seskwipedale	seskwipedlle	seskwipeaale	seskwipealle	seskwipðdale
ʃes	si	sɛsso	seso	sɛsʊ	sɛssʊm	sesso	sesoo	sesʊo	sɛsso	sɛsoo
-	seveʁite	severita	seβeɾiðad	sevɨɾidadɨ	sɛwerɪtatɛm	seveɾitadɨ	seveɾiðadɨ	seveɾidadɨ	seveʁitadɨ	severitadɨ
-	sevɛʁ	sevɛro	seβeɾo	-	sɛwerʊm	sevɛʁo	sevɛro	sevɛɾo	seveʁo	severo
-	-	sestaio	-	-	sɛkstarɪʊm	sestaio				
-	-	sɛsto	seksto	seʃtʊ	sɛkstʊm	sestoo	sestto	sestʊo	sektoo	sektto
sekswalitate	sɛksyalite	sessualita	sekswaliðad	seksuɐlidadɨ	sɛksʊalɪtatɛm	sekswalitade	sekswalitadɨ	seksualitade	seksualitadɨ	sekswalitate
ʃwieɾa	syble	-	silβaɾ	silvaɹ	sibɪlarɛ	sileaa	sileaɾ	sileaɹ	sillaa	sillaɾ
-	sikɛʁ	sikario	sikaɾjo	sikaɾjʊ	sikarɪʊm	sikaɾjo	sikaɾjʊ	sikaɾio	sikaʁjo	sikarjo
setʃetə	siksite	sitʃʃita	-	sisidadɨ	sɪkkɪtatɛm	sitʃetəa	sitʃetəɨ	sitʃetea	sitʃeteɨ	sitʃetta
setʃeɾə	-	-	-	-	sikilɛm	setʃeɾə				
-	-	sidɛreo	siðeɾeo	sidɛɾiʊ	sidɛrɛʊm	sidɛɾeo	sidɛɾeʊ	sidɛɾio	sidɛreo	sideɾeo
sidʒila	sɛle	-	seʎaɾ	sɨlaɹ	sɪɡɪllarɛ	silaila	silaɾla	silaɹla	sɛlaila	sɛlaɾla
sudʒel	so	sudʒʒɛllo	seʎo	selʊ	sɪɡɪllʊm	sudʒelllo	sudʒeɛllo	sudʒʒlllo	sudʒʒɛllo	sedʒelllo
-	siɲifikasjɔ̃	-	-	-	sɪŋnɪfɪkatɪonɛm	siɲifikasjɔ				
-	siɲe	seɲare	seɲaɾ	-	sɪŋnarɛ	seɲare	seɲaɾe	seɲere	seɲeɾe	siɲare
-	-	seltʃe	siliθe	silisɨ	sɪlɪkɛm	siliʃe	siliθe	silise	siliʃɨ	siliθɨ
-	-	silitʃo	siliθjo	silisjʊ	sɪlɪkɪʊm	silitjo	siliθjo	silisjo	silitjʊ	siliθjʊ
-	-	silikwastro	-	-	sɪlɪkwastrʊm	silikwastro				
silvə	silv	selva	selβa	selvɐ	sɪlwam	selva	selvə	selvɐ	silva	silvə
səlbatik	sovaʒ	selvadʒʒo	selβatiko	selvatikʊ	sɪlwatɪkʊm	selvatiko	selvatikʊ	selbatiko	selaatiko	selβatiko
-	-	-	silβestɾe	silvɛʃtɹɨ	sɪlwɛstrɛm	silβestɾe	silβestɾɨ	silβestɹe	silβestɹɨ	silβeʃtɾe
-	-	silvikolo	-	-	sɪlwɪkɔlʊm	silvikolo				
-	-	selvozo	-	-	sɪlwosʊm	selvozo				
-	sɛ̃ʒ	ʃimmia	ximja	-	simɪam	simmia	simmaa	simjia	simjaa	ʃimmia
seamən	-	simile	simil	simil	sɪmɪlɛm	similn	simile	simiən	simiəe	simmln
-	similityd	-	-	-	sɪmɪlɪtudɪnɛm	similityd				
-	sɛ̃ʒ	ʃimmia	simjo	simjʊ	simɪʊm	simjia	simjoa	simjʊa	simmia	simmoa
-	simyltanœm	-	-	-	sɪmʊltanɛʊm	simyltanœm				
sintʃer	sɛ̃sɛʁ	sintʃero	sinθeɾo	siŋsɛɾʊ	sɪŋkerʊm	sintʃero	sintʃɾro	sintʃeoo	sintʃeʊo	sintʃɾoo
-	sɛ̃sipy	-	-	siŋsiput	sɪŋkɪpʊt	sɛsipyut	sɛsipput	sɛsiiyut	sɛsiiput	sɛsspyut
suɡits	sɑ̃ɡlo	-	soʎoθo	sulusʊ	sɪŋɡʊltʊm	suɡits	suɡito	suɡitʊ	suɡios	suɡioo
-	-	-	-	sinʊ	sɪnɛrɛ	sinʊ				
sɨn	sɛ̃	seno	seno	senʊ	sɪnʊm	seno	senʊ	sɨno	sɛno	sɨnʊ
-	-	sipario	-	-	sɪparɪʊm	sipario				
sista	-	-	-	-	sɪstɛrɛ	sista				
-	sistʁ	-	-	-	sistrʊm	sistʁ				
situlə	sɛj	situla	-	situlɐ	sɪtʊlam	situlə	situla	situlɐ	sijulə	sijula
-	sit	sito	sitjo	sitjʊ	sɪtʊm	sitjo	sitjʊ	sitoo	sitoʊ	
smaɾald	emʁod	zmeraldo	esmeɾalða	ʃmeɾɑldɐ	smaraɡdʊm	emeɾaldoa	emeɾaldða	emeɾaldɐa	emeɾdldoa	emeɾdldða
-	-	zmilatʃe	-	-	smilakɛm	zmilatʃe				
-	-	-	soβɾino	subɹiɲʊ	sobrinʊm	soβɾino	soβɾinʊ	soβɾiɲo	soβɾiɲʊ	soβɹino
-	-	-	θweko	sokʊ	sɔkkʊm	θweko	θweʊo	θwkko	θwkʊo	θoeko
sokru	-	suɔːtʃero	sweɣɾo	soɡɹʊ	sɔkɛrʊm	sokruʃero	sokruoero	sokrtʃero	sokrtoero	sokrɾʃero
sɔakrə	-	suɔːtʃera	sweɣɾa	sɔɡɹɐ	sɔkrʊm	sɔakrəera	sɔakrʃera	sɔakraera	sɔaktəera	sɔaktʃera
-	-	sodalitsio	-	-	sɔdalɪkɪʊm	sodalitsio				
-	sodalite	sodalita	soðaliðad	-	sɔdalɪtatɛm	sodalitad	sodalited	sodaliðad	soðalitad	sodaliðed
-	sula	sollatsso	solaθ	sulaʃ	solakɪʊm	sulaatsso	sulaθtsso	sulaʃtsso	solaatsso	solaθtsso
solar	solɛʁ	solare	solaɾ	sulaɹ	solarɛm	solare	solaʁe	solaɾe	solaɹe	solɛre
-	-	solarium	-	sulaɾjʊ	solarɪʊm	solarium	solariʊm	solarjum	solarjʊm	solaɾium
-	sœj	sɔʎa	swela	soʎɐ	sɔlɛam	sœʎaa	sœʎla	sœʎɐa	sɔʎaa	sɔʎla
-	-	sɔlere	soleɾ	sueɹ	sɔlerɛ	sɔlere	sɔleɾe	solere	soleɾe	sulere
-	sude	solidare	soliðaɾ	sulidaɹ	sɔlɪdarɛ	sulidare	sulidaɾe	sulidaɹe	solidare	solidaɾe
solid	sɔl	sɔlido	soliðo	sɔlidʊ	sɔlɪdʊm	sɔlido	sɔlidʊ	solido	solidʊ	sɔliðo
-	solilok	solilɔkwjo	-	-	solɪlɔkwɪʊm	solilokwjo	solilɔkwjo			
-	solityd	-	soleðumbɾe	sulidɐ̃ʊ̃	solɪtudɪnɛm	solitydbɾe	solitymbɾe	solityʊbɾe	solitudbɾe	solitumbɾe
-	-	sɔʎo	-	sɔljʊ	sɔlɪʊm	sɔʎoʊ	sɔʎjʊ	sɔloʊ	sɔljʊ	
-	-	solɛrte	soleɾte	sulɛɾətɨ	sɔllɛrtɛm	solɛɾteɨ	solɛɾttɨ	solɛɾəeɨ	solɛrteɨ	soleɾteɨ
-	sɔlisitasjɔ̃	solletʃitatsione	soliθitaθjon	sulisitɐsɐ̃ʊ̃	sɔllɪkɪtatɪonɛm	solisitasjɔsione	solisitasjɔnione	solisitasjtsione	solisitasjtnione	solisitasjosione
-	sɔlisite	solletʃitare	soliθitaɾ	sulisitaɹ	sɔllɪkɪtarɛ	solisitatare	solisitaɾare	solisitaɹare	solisitetare	solisiteɾare
-	sɔlisityd	solletʃitudine	soliθitud	sulisitudɨ	sɔllɪkɪtudɪnɛm	solisitududine	solisitudɨdine	solisitydudine	solisitydɨdine	solisitidudine
-	-	sollɛtʃito	soliθito	sulisitʊ	sɔllɪkɪtʊm	soliɛitito	soliɛitoto	soliɛitʊto	soliθitito	soliθitoto
sol	sɔl	solo	solo	-	sɔlʊm	solo	sɔlo			
-	sœl	solo	solo	-	solʊm	solo	sœlo			
-	solyte	solto	swelto	sowtʊ	sɔlutʊm	soltte	soltto	soltoe	soltoo	soltʊe
solvʲ	sudʁ	solvere	solβeɾ	sulveɹ	sɔlwɛrɛ	solvere	solveɾe	solveɹe	sulvere	sulveɾe
-	sɔ̃ʒœʁ	soɲatore	soɲaðoɾ	suɲɐdoɹ	sɔmnɪatorɛm	soɲaʁore	soɲaʁoɾe	soɲaʁoɹe	soɲatore	soɲatoɾe
-	-	sonnakkiozo	-	sunikulozʊ	sɔmnɪkʊlosʊm	sonnakkiozo	sonnakkioʊo	sonnakkizzo	sonnakkizʊo	sonnakkoozo
somnifer	sɔmnifɛʁ	sonnifero	somnifeɾo	sunifɨɾʊ	sɔmnɪfɛrʊm	somnifero	somnifeʁo	somnifeɾo	somnifeʊo	sonnifero
-	sɔ̃ʒe	soɲare	soɲaɾ	suɲaɹ	sɔmnɪarɛ	soɲare	soɲaɾe	soɲaɹe	sɔɲare	sɔɲaɾe
-	sɔ̃ʒ	soɲɲo	sweɲo	soɲʊ	sɔmnɪʊm	soɲɲo	soɲʊo	soʒɲo	soeɲo	sɔɲɲo
-	sɔmnolɑ̃	sonnolɛnto	soɲoljɛnto	sunuleɪŋtʊ	sɔmnɔlɛntʊm	sonnolɛnto	sonnllɛnto	sonnolɛntʊ	sonnllɛntʊ	sonnolɛŋto
somn	sɔmɛj	sonno	sweɲo	sonʊ	sɔmnʊm	somno	sonno	somnj	sonnj	somɛo
sunet	-	sonito	soniðo	-	sɔnɪtʊm	sonito	soniðo	soneto	sunito	soneðo
sonor	sonɔʁ	sonɔro	sonoɾo	sunɔɾʊ	sɔnorʊm	sonɔro	sonɔɾo	sonɔrʊ	sonɔɾʊ	sonɔʁo
-	-	-	sonte	soŋtɨ	sɔntɛm	sonte	sontɨ	soŋte	soŋtɨ	
sun	sɔ̃	suɔno	son	soŋ	sɔnʊm	sunno	sonno	suɔno	suŋno	soɔno
-	-	sopore	sopoɾ	-	sɔporɛm	sopore	sopoɾe			
ʃɔaɾetʃe	suʁi	sɔritʃe	soɾθe	-	sorɪkɛm	sɔaietʃe	sɔaietee	sɔaieʃʃe	sɔaieʃee	sɔʁietʃe
soɾə	sœʁ	sorɛlla	soɾ	-	sɔrorɛm	soɾəlla	soɾɛlla	soʁəlla	soʁɛlla	sorəlla
-	soʁoʁite	-	soɾoɾiðad	suɾuɾidadɨ	sɔrorɪtatɛm	soɾoɾitadɨ	soɾoɾiðadɨ	soɾoɾidadɨ	soɾoɾitedɨ	soɾoɾiðedɨ
sɔartə	sɔʁ	sɔrte	sweɾte	sɔɾətɨ	sɔrtɛm	sɔartə	sɔarte	sɔartɨ	sɔattə	sɔatte
-	-	sortileɡo	-	-	sɔrtɪlɛɡʊm	sortileɡo				
-	sɔʁtiʁ	sortire	suɾtiɾ	suɾətiɹ	sɔrtiri	suɾtiʁe	suɾtiʁɹ	suɾtire	suɾtirɹ	suɾtiɾe
-	sɔʁtisjɔ̃	-	-	-	sɔrtitɪonɛm	sɔʁtisjɔ				
spardʒe	epaʁdʁ	spardʒere	espaɾθiɾ	ʃpɐɾəʒiɹ	sparɡɛrɛ	spardʒere	spardʒeɾe	spardʒeɹe	spardʒire	spardʒiɾe
-	-	-	espaɾto	-	spartʊm	espaɾto				
-	ɛspase	spatssare	espaθjaɾ	ʃpɐsaɹ	spatɪari	ɛspaseare	ɛspaseaɾe	ɛspassare	ɛspassaɾe	ɛspasjare
-	-	spatolato	-	-	spatʊlatʊm	spatolato				
spetʃje	epis	spɛtsje	espeθje	ʃpɛsjɨ	spɛkɪɛm	spɛtʃje	spɛtsje	spɛtθje	spɛtjje	spɛsʃje
-	spesifik	spetʃifiko	espeθifiko	ʃpesifikʊ	spɛkɪfɪkʊm	spesifikko	spesifiiko	spesiffkko	spesiffiko	spesiiikko
-	spəsimɛn	-	espeθimen	ʃpɛsimɨ	spɛkɪmɛn	spəsimɛnn	spəsimɛen	spəsimmnn	spəsimmen	spəsimɨnn
-	-	spɛkkio	-	ʃpeʎʊ	spɛklʊm	spɛkkio	spɛkʊio	spɛʎkio	spɛʎʊio	spekkio
-	spɛktakl	spettakolo	espektakulo	ʃpetakulʊ	spɛktakʊlʊm	spettaklloo	spettaklllo	spettakluoo	spettaklulo	spettaklʊoo
-	-	spettare	-	-	spɛktarɛ	spettare				
spekulativ	spekylatif	spekulativo	espekulatiβo	ʃpekulɐtivʊ	spɛkʊlatiwʊm	spekulativoo	spekulativβo	spekulativʊo	spekulatifoo	spekulatifβo
spekulator	spekylatœʁ	spekulatore	espekulaðoɾ	ʃpekulɐdoɹ	spɛkʊlatorɛm	spekulatore	spekulatorɾ	spekulatoʁe	spekulatoʁɾ	spekulatooe
-	-	spɛkkio	espexo	ʃpeʎʊ	spɛkʊlʊm	spɛkkio	spɛkkoo	spɛkxio	spɛkxoo	spɛkʊio
-	-	spɛlta	espelta	-	spɛltam	spɛltaa	spɛltta	spɛllaa	spɛllta	spɛetaa
-	spelɔ̃k	spelonka	espelunka	ʃpelũŋkɐ	spelʊŋkam	spelɔkkaa	spelɔkkka	spelɔkkɐa	spelɔnkaa	spelɔnkka
-	ɛspeʁe	sperare	espeɾaɾ	ʃpɨɾaɹ	sperarɛ	ɛspeaee	ɛspeaeɾ	ɛspeare	ɛspearɾ	ɛspeaae
-	-	speme	-	-	spɛm	speme				
spinal	spinal	spinale	espinal	ʃpinɑl	spinalɛm	spinale	spinall	spinnle	spinnll	spinɑle
-	spinyl	spilla	-	ʃpinulɐ	spinʊlam	spinylɐ	spinllɐ	spinulɐ	spinyaɐ	spinlaɐ
-	-	-	-	ʃpiɾakulʊ	spirakʊlʊm	ʃpiɾakulʊ				
-	-	spiratsione	-	-	spiratɪonɛm	spiratsione				
-	ʁɛspiʁe	spirare	espiɾaɾ	-	spirarɛ	ʁɛspiʁe	ʁɛspire	ʁɛspiae	ʁɛspaʁe	ʁɛspare
-	epɛ	spesso	espeso	ʃpesʊ	spɪssʊm	epesso	epesʊo	epeeso	epɛsso	eppsso
-	-	splɛndere	-	-	splɛnderɛ	splɛndere				
spuzə	-	-	-	-	spɔdɪʊm	spuzə				
-	spolje	spoʎare	-	-	spɔlɪarɛ	spoljee	spoljre	spolaee	spolare	spoʎjee
-	-	spɔʎo	-	ʃpɔljʊ	spɔlɪʊm	spɔʎoʊ	spɔʎjʊ	spɔloʊ	spɔljʊ	ʃpɔʎoʊ
-	-	-	espoŋxa	ʃpoŋʒɐ	spɔŋɡɪam	espoŋxa	espoŋɐa	espoʒxa	espoʒɐa	espŋŋxa
-	epuz	spoza	esposa	ʃpozɐ	sponsam	epozaa	epozsa	epozɐa	epuzaa	epuzsa
-	epuze	spozare	-	ʃpuzaɹ	sponsarɛ	epuzare	epuzaɹe	spuzare	spuzaɹe	ʃpuzare
-	epu	spozo	esposo	ʃpozʊ	sponsʊm	epozoo	epozso	epozʊo	epoooo	epooso
-	-	spɔrta	espweɾta	ʃpɔɾətɐ	spɔrtam	spɔrtata	spɔrtaɐa	spɔrtɾta	spɔrtɾɐa	spɔrttta
spuma	-	spumare	espumaɾ	ʃpumaɹ	spumarɛ	spumare	spumarɾ	spumaae	spumaaɾ	spumaɹe
spumos	spymø	spumozo	espumoso	ʃpumozʊ	spumosʊm	spumozoo	spumozso	spumozʊo	spumosoo	spumosso
-	-	-	-	eʃpuiɹ	spʊɛrɛ	eʃpuiɹ				
spurka	-	sporkare	-	-	spʊrkarɛ	spurkare	sporkare			
spurk	-	spɔrko	-	ʃpuɾəkʊ	spʊrkʊm	spurkoʊ	spurkkʊ	spurəoʊ	spurəkʊ	spuɾkoʊ
ʃpur	-	spurio	espuɾjo	ʃpuɾjʊ	spʊrɪʊm	ʃpurioo	ʃpurijo	ʃpuriʊo	ʃpurɾoo	ʃpurɾjo
-	-	sputare	esputaɾ	ʃputaɹ	sputarɛ	sputare	sputarɾ	sputaae	sputaaɾ	sputaɹe
sputə	-	sputo	esputo	ʃputʊ	sputʊm	sputəo	sputoo	sputto	sputʊo	eputəo
-	skwalid	-	eskwaliðo	ʃkwɑlidʊ	skwalɪdʊm	skwalidðo	skwalidʊo	skwwlidðo	skwwlidʊo	skwɑlidðo
skal	skwal	skwalo	eskwalo	ʃkaʎʊ	skwalʊm	skaaloo	skaallo	skwaloo	skwallo	skaaaoo
skamə	skwam	skwama	eskama	ʃkɐ̃mɐ	skwamam	skwama	skwmma	skaama	skkama	skɐama
stabilʲ	etabliʁ	stabilire	estaβleθeɾ	ʃtɐbɨlɨseɹ	stabɪlirɛ	stabilʲreɾ	stabilʲreɹ	stabilʲθeɾ	stabilʲθeɹ	stabilʲseɾ
stabil	stabl	stabile	estaβle	ʃtavɛl	stabɪlɛm	stabile	stablle	stabβle	stabɛle	staaile
-	-	staɲɲo	-	-	staŋnʊm	staɲɲo				
staniw	etɛ̃	staɲɲo	estaɲo	ʃtɐ̃ɲʊ	stannʊm	staɲɲo	etaɲɲo	staɲɲw	etaɲɲw	staɲio
-	stap	-	estapeðe	-	stapɛdɛm	stappeðe	staapeðe	sttppeðe	sttapeðe	ssappeðe
-	statɛʁ	stadɛra	estateɾa	-	stateram	statɛʁaa	statɛʁɾa	statɛraa	statɛrɾa	statɛeaa
-	etaʒ	stadʒʒo	-	-	statɪkʊm	etaʒʒʒo	etadʒʒo	staʒʒʒo	stadʒʒo	
statwə	staty	statua	estatwa	-	statʊam	statwəa	statwaa	statwwa	statyəa	statyaa
-	statye	statuire	estatwiɾ	ʃtɐtuiɹ	statʊɛrɛ	statuire	statuirɾ	statuiie	statuiiɾ	statuiɹe
stat	ete	stato	estaðo	ʃtadʊ	statʊm	statoo	statðo	statʊo	etatoo	etatðo
-	stɛlɛʁ	-	estelaɾ	ʃtɨlaɹ	stellarɛm	stɛlɛʁɾ	stɛlɛaɾ	stɛlɛɹɾ	stɛllʁɾ	stɛllaɾ
-	-	stellato	-	-	stɛllatʊm	stellato				
-	-	stɛmma	-	-	stɛmma	stɛmma				
-	-	-	esteɾkolaɾ	-	stɛrkɔrarɛ	esteɾkolaɾ				
ʃterk	-	stɛrko	estjeɾkol	ʃteɾəkʊ	stɛrkʊs	ʃterkokol	ʃterkoʊol	ʃterkɾkol	ʃterkɾʊol	ʃterkkkol
-	-	stɛrnere	-	-	stɛrnɛrɛ	stɛrnere				
-	-	stilla	-	-	stɪllam	stilla				
-	-	stillitʃidio	-	-	stɪllɪkɪdɪʊm	stillitʃidio				
-	-	-	estimulaθjon	ʃtimulɐsɐ̃ʊ̃	stɪmʊlatɪonɛm	estimulaθjon	estimulaθʊon	estimulaɐjon	estimulaɐʊon	estimulsθjon
-	-	stivare	estiβaɾ	-	stiparɛ	stivare	stivarɾ	stivaae	stivaaɾ	stivβre
-	stipyle	stipulare	estipulaɾ	-	stɪpʊlari	stipylere	stipylerɾ	stipyleae	stipyleaɾ	stipylare
stirpe	-	stirpe	estiɾpe	ʃtiɾəpɨ	stɪrpɛm	stirpee	stirpeɨ	stirppe	stirppɨ	stirɾee
-	-	stɔlido	-	ʃtɔlidʊ	stɔlɪdʊm	stɔlido	stɔlidʊ	ʃtɔlido	ʃtɔlidʊ	
-	stolɔ̃	-	-	-	stɔlonɛm	stolɔ				
-	stɔʁ	stuɔia	esteɾa	ʃteɪɾɐ	stɔrɛam	stɔʁɾa	stɔɔɾa	stɔeɾa	stɔɪɾa	stuʁɾa
-	-	stradʒe	estɾaɣo	ʃtɹaɡʊ	straɡɛm	stradʒe	stradʒo	stradɣe	stradɣo	stradʊe
stradə	-	strada	estɾaða	ʃtɹadɐ	stratam	stradəa	stradaa	stradða	stradɐa	sttadəa
strat	ɛstʁad	strato	estɾaðo	ʃtɹadʊ	stratʊm	stratdo	stratoo	stratðo	stratʊo	straado
-	etʁɛn	strɛnna	estɾena	eʃtɹɛɪɐ	strenam	ettɛnna	ettɛnnɐ	ettɛnɪa	ettɛena	ettɛɛna
-	-	-	estɾenwiðad	-	strenʊɪtatɛm	estɾenwiðad				
-	-	strɛnuo	-	ʃtɹɛnuʊ	strenʊʊm	strɛnuo	strɛnuʊ	stɹɛnuo	stɹɛnuʊ	ʃtrɛnuo
-	-	strɛpito	estɾepito	ʃtɹɛpitʊ	strɛpɪtʊm	strɛpitoo	strɛpitto	strɛpitʊo	sttɛpitoo	sttɛpitto
-	-	stria	estɾia	-	strɪam	striaa	striia	strɾaa	strɾia	sttiaa
-	stʁide	stridere	-	-	stridɛrɛ	stʁidere	stridere			
striɡə	stʁiʒ	streɡa	estɾiɣa	ʃtɹiɡɐ	striɡam	striɡəa	striɡaa	striɡɣa	striɡɐa	stʁiɡəa
-	etʁij	stridʒile	estɾixil	-	strɪɡɪlɛm	etʁijʒile	etʁijxile	etʁidʒile	etʁidxile	etʁiiʒile
strɨŋdʒe	etʁɛ̃dʁ	strindʒere	estɾiŋxiɾ	ʃtɹiŋʒiɹ	strɪŋɡɛrɛ	striŋdʒere	striŋdʒeɾe	etriŋdʒere	etriŋdʒeɾe	striŋdʒire
-	-	stridʒe	estɾixe	ʃtɹiʒɨ	strɪɡɛm	stridʒe	stridxe	stridɨe	striiʒe	striixe
strup	ɛstʁɔp	strɔppo	-	ʃtɹovʊ	strɔppʊm	struppo	strʁppo	strɔppo	stroppo	strupʊo
strup	-	-	-	-	strʊppʊm	strup				
struts	otʁyʃ	strutsso	aβestɾuθ	ɐvɨʃtɹuʃ	strutʰɪonɛm	strutsuo	strutsuθ	strutsuʃ	strutsso	strutssθ
studja	etydje	studjare	estuðjaɾ	ʃtudaɹ	stʊderɛ	studjare	studjarɾ	studjaae	studjaaɾ	etudjare
studiw	etyd	studio	estuðjo	ʃtudjʊ	stʊdɪʊm	studiwo	studioo	studijo	studiʊo	etudiwo
-	-	stolto	estulto	ʃtuwtʊ	stʊltʊm	stoltoo	stoltto	stoltʊo	stoutoo	stoutto
-	-	stupire	estupeɾ	-	stʊperɛ	stupire	stupirɾ	stupiee	stupieɾ	stuppre
-	stypœʁ	-	-	-	stʊporɛm	stypœʁ				
stupə	etup	stoppa	estopa	ʃtopɐ	stʊppam	stuppa	stoppa	etuppa	etoppa	stupəa
-	-	stupratore	-	-	stupratorɛm	stupratore				
-	stypʁ	stupro	estupɾo	ʃtupɹʊ	stʊprʊm	stupʁoo	stupʁɾo	stupʁʊo	stuproo	stuprɾo
-	etuʁno	storno	estoɾnino	ʃtuɾəniɲʊ	stʊrnʊm	etuʁnoino	etuʁnoinʊ	etuʁnoiɲo	etuʁnoiɲʊ	etuʁnnino
-	-	storatʃe	-	ʃtuɾakɨ	styrakɛm	storatʃe	storatɨe	storakʃe	storakɨe	stoɾatʃe
-	-	suadere	swaðiɾ	suɐdiɹ	sʊaderɛ	suadire	suadiɾe	suadiɹe	suadere	suadeɾe
-	syav	soave	swaβe	suavɨ	sʊawɛm	syave	soave	swave	suave	syavɨ
-	syavite	soavita	swaβiðad	-	sʊawɪtatɛm	syavitad	soavitad	swavitad	syavited	soavited
salbə	-	-	-	-	sʊbalbʊm	salbə				
-	-	subdolo	-	-	sʊbdɔlʊm	subdolo				
suj	sybiʁ	subire	suβiɾ	subiɹ	sʊbirɛ	subiʁe	subire	subiɾe	subiɹe	sujiʁe
suber	sybeʁø	suɡero	suβeɾoso	subɾɨiɾʊ	subɛrɛm	suberoso	suberosʊ	suberoɾo	suberoɾʊ	suberøso
-	-	sodʒʒatʃɛre	suβjaθeɾ	-	sʊbɪakerɛ	sodʒʒatʃɛre	sodʒʒatɾɛre	sodʒʒaeʃɛre	sodʒʒaeɾɛre	sodʒʒθtʃɛre
-	syʒesjɔ̃	-	-	-	sʊbɪɛktɪonɛm	syʒesjɔ				
subjekt	syʒɛ	sodʒʒetto	suxeto	suʒeɪtʊ	sʊbɪɛktʊm	suʒeektto	suʒeeetto	suʒeeotto	suʒeettto	suʒeʒktto
-	sudɛ̃	subitaneo	suβitaneo	subitɐ̃niʊ	sʊbɪtanɛʊm	subitaneo	subitaneʊ	subitanio	subitɐneo	suditaneo
subit	sybi	subito	supito	subitʊ	sʊbɪtʊm	subito	subitʊ	supito	sybito	supitʊ
