word,language,top_1_transformation,top_1_score,top_2_transformation,top_2_score
poluiɾ,spanish,pʊmluiɾ,-3.5885100627384805,paʊluiɾ,-3.9656635380207534
puluiɹ,portuguese,puluiɹ,-3.225485353925568,,
pulusɐ̃ʊ̃,portuguese,pulusɐ̃ʊ̃,-2.022496048401237,,
pol,french,pol,-5.55903839786369,paʊl,-5.7913599546576435
pɔlo,italian,pɔlʊm,-3.0441936328524903,pɔlʊma,-3.889856376938031
polo,spanish,pʊmlʊm,-3.8045826198469417,polʊm,-4.097948125768889
pɔlʊ,portuguese,pɔlʊ,-3.4467091963780856,,
poljadɛn,french,poljadɛn,-2.2661128563728328,polgadɛn,-2.2661128563728328
pjøvʁ,french,pliøvʁ,-5.573739766982666,pjøvʁ,-8.771460917862246
polpo,italian,polpʊm,-1.4594379124341004,pʊmlpʊm,-1.5094379124341002
pulpo,spanish,pulpʊm,-4.249964335360549,pulpʊma,-4.923472440856935
polvʊ,portuguese,polvʊ,-4.452800586906901,,
pomet,romanian,pomet,-1.9417594692280549,paʊmet,-1.991759469228055
pometo,italian,pometʊm,-1.8459101490553131,paʊmetʊm,-1.8959101490553132
pomifɛʁ,french,pomifɛʁ,-3.8280538990250514,paʊmifɛʁ,-3.9650652760146814
pomifero,italian,paʊmiferʊm,-3.2481013801971885,pomiferʊm,-3.2711265152120785
pomifeɾo,spanish,paʊmifeɾʊm,-3.11981036694239,pomifeɾʊm,-3.1204540997611447
pumifɨɾʊ,portuguese,pumifɨɾʊ,-3.207721396231278,,
pom,romanian,pom,-4.355065593537753,paʊm,-4.460530701645918
pɔm,french,pɔm,-7.2443445622221,,
pomo,italian,pomʊm,-3.9069956797756595,pʊmmʊm,-4.1147375481507815
pomo,spanish,pomʊm,-3.9069956797756595,pʊmmʊm,-4.1147375481507815
pomʊ,portuguese,pomʊ,-4.155123849068819,,
pɔ̃deʁasjɔ̃,french,pɔ̃daʁasjɔ̃,-3.1292894631726673,pɔ̃deʁasjɔ̃,-3.1390020061315154
ponderatsione,italian,ponderatsione,-3.4544893150199423,ponderatsionea,-3.4698402457077133
pɔ̃deʁe,french,pɔ̃daʁa,-4.179620478842492,pɔ̃deʁaa,-4.222549501046202
ponderare,italian,paʊnderarea,-4.336295125144265,paʊnderare,-4.3481677985610405
pondeɾaɾ,spanish,pʊmndeɾaɾ,-3.7873990689435018,paʊndeɾaɾ,-3.814527895263744
puŋdɨɾaɹ,portuguese,puŋdɨɾaɹ,-4.11217767045843,,
pɔ̃deʁø,french,pɔ̃deʁø,-5.638284848131089,pɔ̃daʁø,-5.762847570772852
ponderozo,italian,pʊmnderozʊm,-4.078692614753178,pʊmnderaʊzʊm,-4.186916275032075
pondeɾoso,spanish,pʊmndeɾosʊm,-4.022580701664945,pʊmndeɾaʊsʊm,-4.1308043619438415
puŋdɨɾozʊ,portuguese,puŋdɨɾozʊ,-4.35975024538444,,
pondeɾe,romanian,pondeɾe,-1.6094379124341003,qʊondeɾe,-1.6594379124341003
pɔ̃tif,french,pɔ̃tif,-4.629040599442058,,
pontefitʃe,italian,pontefitʃe,-4.409508041884761,,
pontifiθe,spanish,pʊmntifiθe,-3.8481787572622146,pontifiθe,-3.987330392837774
puŋtifisɨ,portuguese,puŋtifisɨ,-3.9836433256386785,,
pɔ̃tifika,french,pɔ̃tifika,-3.0948965190385618,,
pontifikato,italian,pontifikatʊm,-2.7794676876764792,paʊntifikatʊm,-3.0617559640541163
pontifikaðo,spanish,pontifikaðʊm,-2.846452243184328,paʊntifikaðʊm,-3.0612992387664324
puŋtifikadʊ,portuguese,puŋtifikadʊ,-3.181393712399819,,
popɐ,portuguese,popɐ,-3.65434856115633,,
pɔplite,french,pɔplita,-2.731207592612952,pɔplcta,-3.031207592612952
poplite,italian,poplitea,-3.5319802977546093,popliteɨa,-3.6519726695746444
pɔplitɨ,portuguese,pɔplitɨ,-3.1748170917352594,pɔplctɨ,-3.474817091735259
porkoj,romanian,paʊrkoj,-4.759860006183766,paʊrkaʊj,-4.943391398808289
pɔrka,italian,pɔrka,-3.3935692743096113,pɔrkaa,-4.436821047319895
pweɾka,spanish,pweɾka,-5.294562866868182,,
pɔɾəkɐ,portuguese,pɔɾəkɐ,-8.49295685089021,,
purtʃel,romanian,purtʃel,-4.273670610036256,,
puʁso,french,puʁsaʊʊm,-5.537589179333885,puʁsaʊer,-5.641677465376297
portʃɛllo,italian,portʃɛllo,-5.251495061082616,,
poɾθel,spanish,poɾθel,-5.447745525761198,paʊɾθel,-5.497745525761198
portʃin,romanian,portʃin,-6.096996545232146,,
pɔʁsɛ̃,french,pɔʁsɛ̃,-8.966889520894114,,
portʃino,italian,portʃino,-6.226289234120054,,
poɾθino,spanish,pʊmɾθinʊm,-5.939836946467077,paʊɾθinʊm,-6.130168022079681
puɾəsinʊ,portuguese,puɾəsinʊ,-5.493675859314828,,
pornoɡrafie,romanian,paʊrnoɡrafie,-4.940159978560531,pornoɡrafie,-5.002008278697099
pɔʁnɔɡʁafi,french,pɔʁnɔɡʁafi,-5.031239591151693,,
pornoɡrafia,italian,pʊmrnoɡrafia,-4.057980363750775,pornoɡrafia,-4.20666305354092
poɾnoɣɾafia,spanish,poɾnoɣɾafia,-4.671260696378402,paʊɾnoɣɾafia,-4.721260696378402
puɾənuɡɹɐfiɐ,portuguese,puɾənuɡɹɐfiɐ,-5.141869389462529,,
pɔrdʒere,italian,pɔrdʒerea,-1.7272209480904839,pɔrdʒereʊm,-1.777220948090484
pɔʁtabl,french,pɔʁtapla,-2.2369019449063803,pɔʁtaplae,-2.291829797187621
portabile,italian,portabilea,-2.5428805659541984,paʊrtabilea,-2.5928805659541982
portar,romanian,paʊrtar,-6.012943578785106,portar,-6.131566291220899
pɔʁtje,french,pɔʁtgaa,-5.938867918217535,pɔʁtjaa,-6.107490630653327
portiɛre,italian,pʊmrtiɛreʊm,-5.3787602203438585,pʊmrtiɛreiʊm,-5.427309482852423
poɾteɾo,spanish,poɾteɾʊm,-5.349000287043079,paʊɾteɾʊm,-5.407510976710988
puɾəteɪɾʊ,portuguese,puɾəteɪɾʊ,-6.059096569479969,,
portɛndere,italian,portɛnderea,-1.5547480922384251,paʊrtɛnderea,-1.6047480922384252
pɔʁsjɔ̃,french,pɔʁsliɔ̃,-3.1622008809294684,pɔʁsjɔ̃,-6.212200880929468
poɾθjon,spanish,pʊmɾθjʊmn,-3.2135153092103743,pʊmɾθliʊmn,-3.2635153092103746
purta,romanian,purta,-3.3034506288458547,qʊurta,-4.694144462191038
pɔʁte,french,pɔʁta,-4.308006437534443,pɔʁtaa,-4.722649551122353
portare,italian,pʊmrtare,-5.007884728710726,pʊmrtarea,-5.262014931257636
poɾtaɾ,spanish,pʊmɾtaɾ,-4.740251167193403,poɾtaɾ,-4.816496846201197
puɾətaɹ,portuguese,puɾətaɹ,-4.833580685610693,,
portoɡeze,italian,pʊmrtʊmɡezea,-3.403704828337575,pʊmrtaʊɡezea,-3.4271771845227175
poɾtuɣes,spanish,pʊmɾtuɣes,-3.0789931168386477,poɾtuɣes,-3.081447867993355
puɾətuɡeʃ,portuguese,puɾətuɡeʃ,-3.621485775140498,,
pɔsɛsjɔ̃,french,pɔsɛsliɔ̃,-4.560878378478052,pɔsɛsjɔ̃,-4.610878378478052
possessione,italian,possessiʊmne,-5.081667569400732,poxessiʊmnea,-5.18548340856795
posesjon,spanish,posesliʊmn,-4.169321912452556,paʊsesliʊmn,-4.212807231431363
pusɨsɐ̃ʊ̃,portuguese,pusɨsɐ̃ʊ̃,-4.486914716880898,,
pɔsɛsœʁ,french,pɔsɛsœʁ,-3.163410716760036,,
possessore,italian,possessorea,-3.2898882879949483,possessʊmrea,-3.2923357477458666
poseda,romanian,paʊseda,-5.070977944171434,poseda,-5.147729649810579
pɔswaʁ,french,pɔswaʁ,-6.250940095137674,,
possedɛre,italian,pʊmssedɛrea,-6.308569348526656,possedɛrea,-6.362851146311154
poseeɾ,spanish,pʊmseeɾ,-5.668473586349976,paʊseeɾ,-5.891097522167953
pusuiɹ,portuguese,pusuiɹ,-5.464098855507087,,
pɔsteʁo,french,pɔstaʁo,-3.8921420165231124,pɔstaʁaʊʊm,-3.9119994974608217
postɛro,italian,postɛrʊm,-3.8229155192101367,pʊmstɛrʊm,-3.8254760779177177
posteɾo,spanish,pʊmsteɾʊm,-3.303228434486753,posteɾʊm,-3.522014965513813
pɔʃtɨɾʊ,portuguese,pɔʃtɨɾʊ,-4.0872509472894,,
puʃtiɡʊ,portuguese,puʃtiɡʊ,-1.8594379124341003,,
pɔʃtɨ,portuguese,pɔʃtɨ,-1.7594379124341002,,
postpoze,french,postpoza,-4.267994832388034,paʊstpoza,-4.277874838598609
pospɔrre,italian,pʊmspɔrrea,-4.813117711589512,paʊspɔrrea,-4.820991768020417
posponeɾ,spanish,pʊmsponeɾ,-4.745045658904315,pʊmspaʊneɾ,-4.876171203716684
puʃpoɹ,portuguese,puʃpoɹ,-5.048835373023098,,
puʃtɹemʊ,portuguese,puʃtɹemʊ,-2.0272209480904837,,
poskrivere,italian,poskriverea,-1.8047480922384251,poskrivereʊm,-1.8547480922384252
pɔstylasjɔ̃,french,pɔstylasjɔ̃,-4.189383363407144,pɔstylasliɔ̃,-4.239383363407144
postulatsione,italian,postulatsione,-4.771245914266588,postulatsionea,-4.87845008397897
postulaθjon,spanish,postulaθjʊmn,-4.245989265561417,postulaθjaʊn,-4.389245376650581
puʃtulɐsɐ̃ʊ̃,portuguese,puʃtulɐsɐ̃ʊ̃,-4.7020582718206825,,
pɔstyle,french,pɔstyla,-3.1728943166396752,pɔstylaa,-3.3564257092641974
postulare,italian,postulare,-3.675550768806933,postularea,-3.6938219827703955
postulaɾ,spanish,postulaɾ,-3.2425585165508277,pʊmstulaɾ,-3.2528594867751957
puʃtulaɹ,portuguese,puʃtulaɹ,-3.5751981912344313,,
pɔʃtumʊ,portuguese,pɔʃtumʊ,-1.8594379124341003,,
potenθjal,spanish,pʊmtenθjal,-2.0607312068216506,pʊmtenθlial,-2.110731206821651
potsjune,romanian,paʊtsjune,-7.151684271981418,potsjune,-7.184375987826532
pwazɔ̃,french,pwazɔ̃,-8.618102288772006,,
potsione,italian,paʊtsiʊmnea,-6.09771421057562,paʊtsiʊmneia,-6.28238790271798
ponθoɲa,spanish,pʊmnθʊmɲa,-1.3594379124341003,pʊmnθoɲa,-1.5751410781671058
pusɐ̃ʊ̃,portuguese,pusɐ̃ʊ̃,-6.857650686531799,,
pratiko,italian,pratikʊm,-1.8202635362000907,pratikʊma,-2.2200180372942495
pɾaktiko,spanish,pɾaktikʊm,-2.165725910276848,pɾaktikʊma,-2.5411483107114763
pɹatikʊ,portuguese,pɹatikʊ,-2.5212940886911053,,
pʁeɑ̃byl,french,pʁeɑ̃byl,-4.669496413316862,pʁaɑ̃byl,-4.87696072951868
preambolo,italian,preambolʊm,-3.2296508160269513,preambaʊlʊm,-3.2878813151634665
pɾeambulo,spanish,pɾeambulʊm,-2.9996467203655732,pɾeambulʊma,-3.389167180885609
pɹeɐ̃mbulʊ,portuguese,pɹeɐ̃mbulʊ,-3.7005427584561503,,
pɾeβiɾ,spanish,pɾeβiɾ,-1.9068932485848131,,
pɾekaβeɾ,spanish,pɾekaβeɾ,-2.071956841931875,,
pʁesede,french,pʁesedaa,-3.69544980560233,pʁesedaer,-3.7181938417827114
pretʃedere,italian,pretʃedere,-3.4948556277287626,,
pɾeθeðeɾ,spanish,pɾeθeðeɾ,-3.9604606739934685,,
pʁesɛl,french,pʁasɛl,-1.8094379124341002,pʁesɛl,-1.9068932485848131
pʁesɛle,french,pʁasɛla,-1.5094379124341002,pʁesɛla,-1.587399453903812
pɹesipitɨ,portuguese,pɹesipctɨ,-1.8147984280919265,pɹesipitɨ,-2.0647984280919265
pʁesɛpt,french,pʁasɛpt,-3.9393982806025516,pʁesɛpt,-4.2348845850011
pretʃɛtto,italian,pretʃɛtto,-5.076233867378923,,
pɾeθeppto,spanish,pɾeθepptʊm,-3.916903509934227,pɾeθepptʊma,-4.298697605381529
pɹeseɪtʊ,portuguese,pɹeseɪtʊ,-5.079523573132869,,
pretʃidere,italian,pretʃidere,-1.7594379124341002,,
pʁesipis,french,pʁasipis,-2.788728524744326,pʁesipis,-2.9318293683849994
pɾeθipiθjo,spanish,pɾeθipiθjʊm,-3.052343878089979,pɾeθipiθjʊma,-3.3358235818134894
pɹesipisjʊ,portuguese,pɹesipisjʊ,-2.999526024927072,,
preklaro,italian,preklarʊm,-1.6925823589626383,preklarʊma,-1.958003864182938
pɾeklaɾo,spanish,pɾeklaɾʊm,-1.9601781208530182,pɾeklaɾʊma,-2.227421950040039
prekludere,italian,prekluderea,-1.5547480922384251,prekludereʊm,-1.6047480922384252
pɾeɣon,spanish,pɾeɣʊmn,-3.4498625536434364,pɾeɣaʊn,-3.8527017578728837
pɹɨɡɐ̃ʊ̃,portuguese,pɹɨɡɐ̃ʊ̃,-3.6524072174927236,,
pʁekɔnɛtʁ,french,pʁakɔnɛtʁ,-3.862636943396364,pʁekɔnɛtʁ,-3.94332137115584
prekonoʃere,italian,prekonʊmʃere,-3.696625556597308,prekonʊmʃerea,-3.7709561449640994
pɾekonoθeɾ,spanish,pɾekʊmnʊmθeɾ,-3.526970505746382,pɾekʊmnoθeɾ,-3.7085801427007494
prekɔrrere,italian,prekɔrrerea,-1.5547480922384251,prekɔrrereʊm,-1.6047480922384252
prədətʃune,romanian,prədətʃune,-5.687364320062161,,
pʁedasjɔ̃,french,pʁadasjɔ̃,-5.31320969688862,pʁedasliɔ̃,-5.358309475094515
predatsione,italian,predatsionea,-4.489753915404532,predatsione,-4.505855856503242
pɹedɐsɐ̃ʊ̃,portuguese,pɹedɐsɐ̃ʊ̃,-5.281051389548064,,
prədətor,romanian,prədətor,-5.671661919811802,prədətaʊr,-6.174846156047033
pʁedatœʁ,french,pʁedatœʁ,-5.724527010253757,pʁadatœʁ,-5.926344116898223
predatore,italian,predatore,-5.424808259950153,predatorea,-5.546455671390353
pɾeðaðoɾ,spanish,pɾeðaðoɾ,-7.043424401603902,pɾeðaðaʊɾ,-7.198784917261729
pɹedɐdoɹ,portuguese,pɹedɐdoɹ,-6.179957122245357,,
pʁedjal,french,pʁedjal,-2.763306124309698,pʁadjal,-2.825670140649141
predjale,italian,predjalea,-2.8454156381705387,predjale,-2.855111913945341
pɾeðjal,spanish,pɾeðjal,-3.005240083905168,pɾeðlial,-3.566065707671159
prezitʃe,romanian,prezitʃe,-5.145376522551346,,
pʁediʁ,french,pʁediʁ,-5.283833652601409,pʁadiʁ,-5.655848754534773
predire,italian,predire,-4.330399034032976,predirea,-4.582283307090638
pɾeðeθiɾ,spanish,pɾeðeθiɾ,-6.368237605913896,,
pɹedizeɹ,portuguese,pɹedizeɹ,-5.431744166722221,,
pʁedomine,french,pʁadomina,-2.906320886332347,pʁadaʊminaa,-2.9403827848403523
predominare,italian,predʊmminare,-3.3312901619156374,predʊmminarea,-3.495696977363166
pɾeðominaɾ,spanish,pɾeðʊmminaɾ,-3.4948009889118974,pɾeðaʊminaɾ,-3.6966444158988305
pɹeduminaɹ,portuguese,pɹeduminaɹ,-3.375873734464509,,
prəda,romanian,prəda,-4.937929525237724,qʊrəda,-8.542397280441328
predare,italian,predare,-3.8415497487707606,predarea,-3.968697949366878
pɾeaɾ,spanish,pɾeaɾ,-4.795992180508346,,
pɹiaɹ,portuguese,pɹiaɹ,-5.258878341985218,,
pʁefeʁe,french,pʁafaʁaia,-4.312248094158392,pʁafeʁaia,-4.338967145213434
preferire,italian,preferire,-4.511798793007552,preferirea,-4.515556967165711
pɾefeɾiɾ,spanish,pɾefeɾiɾ,-4.317383521085972,,
pɹɨfɨɾiɹ,portuguese,pɹɨfɨɾiɹ,-4.306333684899387,,
prɛfika,italian,prɛflka,-1.2594379124341004,prɛfika,-1.2594379124341004
pɹeɲɐ,portuguese,pɹeɲɐ,-1.9417594692280549,,
preɲɲo,italian,preɲɲʊm,-2.2402671654458266,preɲɲoa,-2.394417845273085
pɹeɲɨ,portuguese,pɹeɲɨ,-2.6349066497880003,,
pʁeɡute,french,pʁeɡuta,-2.098225077669803,pʁaɡuta,-2.1072749131897206
preɡustare,italian,preɡustarea,-2.225080595032199,preɡustareʊm,-2.3416978954567633
preʒuditʃiw,romanian,preʒuditʃiw,-4.5694395191684105,,
pʁeʒydis,french,pʁaʒydis,-1.5594379124341002,pʁeʒydis,-1.6224960484012372
predʒuditsio,italian,predʒuditsiʊm,-4.509280419255216,predʒuditsio,-4.649751414799199
pɾexwiθjo,spanish,pɾexwiθlio,-6.214854211454965,pɾexwiθliʊm,-6.288341102629461
pɹeʒuizʊ,portuguese,pɹeʒuizʊ,-5.245823022202325,,
preʒudeka,romanian,preʒudeka,-3.9067868097507246,qʊreʒudeka,-4.644794448537978
pʁeʒyʒe,french,pʁaʒyʒa,-5.8522438339547005,pʁaʒyʒaa,-5.881624546751965
predʒudikare,italian,predʒudikare,-4.091276570292205,predʒudikarea,-4.306900041026536
peɾxuðikaɾ,spanish,peɾxuðikaɾ,-5.921657303513063,,
pɹeʒudikaɹ,portuguese,pɹeʒudikaɹ,-4.469120672998152,,
pʁeleɡe,french,pʁalaɡa,-1.5094379124341002,pʁaleɡa,-1.587399453903812
premettere,italian,premecterea,-1.5547480922384251,premetterea,-1.5547480922384251
premonire,italian,premonirea,-1.5147984280919267,premʊmnirea,-1.5647984280919265
premonitore,italian,premʊmnitore,-2.3161963149298153,premʊmnitorea,-2.357274913189721
pɾemonitoɾe,spanish,pɾemʊmnitoɾe,-2.3258117736292574,pɾemʊmnitʊmɾe,-2.419751785346079
premonitɔrio,italian,premonitɔrio,-1.5094379124341002,premʊmnitɔrio,-1.7594379124341004
pɾemostɾaɾ,spanish,pɾemʊmstɾaɾ,-1.8512073253103953,pɾemostɾaɾ,-2.0574293545447424
pʁemyniʁ,french,pʁamyniʁ,-1.9094379124341003,pʁemyniʁ,-1.9724960484012373
prenotatsione,italian,prenotatsionea,-2.083545884587822,prenotatsione,-2.1094379124341005
prenotare,italian,prenotarea,-1.5147984280919267,prenotareʊm,-1.5647984280919265
preokupatsje,romanian,preokupatsje,-4.192261324203051,preaʊkupatsje,-4.257338985709039
pʁeɔkypasjɔ̃,french,pʁeɔkypasjɔ̃,-5.129993735689269,pʁeɔkypasliɔ̃,-5.357709862167925
preokkupatsione,italian,preʊmkkupatsione,-5.305020109510682,preʊmkkupatsionea,-5.421209868259767
pɾeokupaθjon,spanish,pɾeʊmkupaθjʊmn,-4.961938330076479,pɾeʊmkupaθliʊmn,-4.9750959344041075
pɹiukupɐsɐ̃ʊ̃,portuguese,pɹiukupɐsɐ̃ʊ̃,-5.5985811317803735,,
preokupa,romanian,preaʊkupa,-3.2960503228157236,preokupa,-3.4232567789429083
pʁeɔkype,french,pʁeɔkypa,-4.3251944344315,pʁeɔkypaa,-4.3521736715242
preokkupare,italian,preʊmkkupare,-3.934500984543307,preʊmkkuparea,-4.139716814973481
pɾeokupaɾ,spanish,pɾeʊmkupaɾ,-3.898762788530827,pɾeaʊkupaɾ,-4.04059140557636
pɹiukupɐɹ,portuguese,pɹiukupɐɹ,-4.902921736234418,,
prepune,romanian,prepune,-4.789219056775561,qʊrepune,-5.955230434074036
pʁepoze,french,pʁepoza,-5.107440701561081,pʁepaʊza,-5.260624937796312
prepɔrre,italian,prepɔrrea,-5.292345606291662,prepɔrre,-5.364065723516176
pɾeponeɾ,spanish,pɾepʊmneɾ,-5.619628274831694,pɾeponeɾ,-5.672754719864855
pɹɨpoɹ,portuguese,pɹɨpoɹ,-5.6268002996267175,,
pʁevɔ̃,french,pʁevɔ̃,-6.540234311539601,pʁavɔ̃,-6.582041042722395
prepozito,italian,prepʊmzitʊm,-5.0682746588745005,prepʊmzito,-5.309467971764721
pɾeβoste,spanish,pɾeβʊmste,-5.3373622208482425,pɾeβoste,-5.553884805174386
pɹebɔʃtɨ,portuguese,pɹebɔʃtɨ,-4.903771986969337,,
prepostɛro,italian,prepʊmstɛrʊm,-2.7190794342747244,prepostɛrʊm,-3.0052391525817743
pɾeposteɾo,spanish,pɾepʊmsteɾʊm,-2.6030626595911706,pɾeposteɾʊm,-2.7843839317855763
pɹepɔʃtɨɾʊ,portuguese,pɹepɔʃtɨɾʊ,-3.4819926178383973,,
prepotɛnte,italian,prepotɛntea,-1.5547480922384251,prepaʊtɛntea,-1.6047480922384252
prezepe,italian,prezepe,-3.324236340526027,prezepea,-3.337338256572614
peseβɾe,spanish,peseβɾe,-4.044239969771763,,
pɹezɛpɨ,portuguese,pɹezɛpɨ,-3.777611306517814,,
pɹezɛpjʊ,portuguese,pɹezɛpjʊ,-2.0272209480904837,,
prezadʒire,italian,prezadʒireaa,-3.8747491110265466,prezadʒiream,-3.8747491110265466
pɾesaxjaɾ,spanish,pɾesaxliaɾ,-4.052706929331802,pɾesaxjaɾ,-4.110375455819006
pɹɨsɐʒiaɹ,portuguese,pɹɨsɐʒiaɹ,-3.7167959549448226,,
pʁezaʒ,french,pʁazaʒ,-3.581149686358377,pʁezaʒ,-3.75222793415317
prezadʒo,italian,prezadʒʊm,-2.8622660898099426,prezadʒʊma,-3.208496684143767
pɾesaxjo,spanish,pɾesaxjʊm,-3.763110890679199,pɾesaxliʊm,-3.9072981057389
pʁɛsjɑ̃s,french,pʁɛsjɑ̃s,-4.193342505049197,pʁɛsliɑ̃s,-4.9160466026488825
preʃɛntsa,italian,preʃɛntsaʊs,-3.8540117841200825,preʃɛntsa,-3.876679942865038
pɹesjeɪŋsjɐ,portuguese,pɹesjeɪŋsjɐ,-4.553857119089799,,
preskrie,romanian,preskrie,-4.578209144851963,preskrlie,-5.070039340291181
pʁɛskʁiʁ,french,pʁɛskʁiʁ,-5.39252345356894,,
preskrivere,italian,preskrivere,-4.985955684851377,preskriverea,-5.048939965473435
pɾeskɾiβiɾ,spanish,pɾeskɾiβiɾ,-5.61050287487614,,
pɹeʃkɹɨveɹ,portuguese,pɹeʃkɹɨveɹ,-5.837187661104741,,
pʁezɑ̃tasjɔ̃,french,pʁazɑ̃tasjɔ̃,-3.0419306188845363,pʁezɑ̃tasjɔ̃,-3.0663789502711314
prezentatsione,italian,prezentatsione,-3.5204856720430024,prezentatsionea,-3.532403588246988
pʁɛsɑ̃tiʁ,french,pʁɛsɑ̃tiʁ,-2.663758393592171,,
pɾesentiɾ,spanish,pɾesentiɾ,-2.7335600705753436,,
pʁezide,french,pʁazidais,-3.9263640312493333,pʁazidaia,-3.9263640312493333
prezjedere,italian,prezjederea,-4.196308552071802,prezjedere,-4.225459865956819
pɾesiðiɾ,spanish,pɾesiðiɾ,-5.128570972030408,,
pɹezidiɹ,portuguese,pɹezidiɹ,-4.149441129783776,,
pʁɛstɑ̃s,french,pʁɛstɑ̃s,-3.692028076768289,,
pɾestanθja,spanish,pɾestanθja,-3.881437978751703,pɾestanθlia,-4.018449355741332
pɹeʃtɐ̃ŋsjɐ,portuguese,pɹeʃtɐ̃ŋsjɐ,-4.064149982009631,,
pʁɛstasjɔ̃,french,pʁɛstasjɔ̃,-4.053476299459679,pʁɛstasliɔ̃,-4.103476299459679
prestatsione,italian,prestatsiʊmne,-5.007086079301041,prestatsione,-5.010571647717002
pɾestaθjon,spanish,pɾestaθliʊmn,-4.577709168677679,pɾestaθjʊmn,-4.653110435218952
pɹeʃtɐsɐ̃ʊ̃,portuguese,pɹeʃtɐsɐ̃ʊ̃,-5.268122786335568,,
pʁɛte,french,pʁɛta,-3.739003628928497,pʁɛtaa,-3.971325185722452
prestare,italian,prestare,-4.356919162187076,prestarea,-4.423213631752604
pɾestaɾ,spanish,pɾestaɾ,-3.8687353032649883,,
pɹɨʃtaɹ,portuguese,pɹɨʃtaɹ,-4.189003628928497,,
pʁezyme,french,pʁazymaia,-3.9228391774058977,pʁezymaia,-3.996764233883237
prezumere,italian,prezumere,-3.926865197087839,prezumerea,-3.954575940931783
pɾesumiɾ,spanish,pɾesumiɾ,-4.127122431815946,,
pɹezumiɹ,portuguese,pɹezumiɹ,-3.7347593665706875,,
pretinde,romanian,pretinde,-4.259755413733428,qʊretinde,-5.18119188755939
pʁetɑ̃dʁ,french,pʁetɑ̃dʁ,-5.744757111454224,pʁatɑ̃dʁ,-5.823598617782127
pretɛndere,italian,pretɛndere,-4.924189621883572,pretɛnderea,-5.012303394388814
pɾetendeɾ,spanish,pɾetendeɾ,-4.348506353222199,,
pɹeteɪŋdeɹ,portuguese,pɹeteɪŋdeɹ,-5.366561514531028,,
pɾeteɾiɾ,spanish,pɾeteɾiɾ,-2.7079456086518716,,
pɹetɨɾiɹ,portuguese,pɹetɨɾiɹ,-2.52882991675155,,
pretermettere,italian,pretermepterea,-2.083545884587822,pretermecterea,-2.083545884587822
pʁetɛʁnatyʁal,french,pʁatɛʁnatyʁal,-3.374307473942241,pʁetɛʁnatyʁal,-3.4903750081550897
preternaturale,italian,preternaturale,-3.284678610640998,preternaturalea,-3.335781481310837
pɾeteɾnatuɾal,spanish,pɾeteɾnatuɾal,-3.389057329615259,,
pʁetɛkste,french,pʁatɛksta,-1.7161128563728327,pʁetɛksta,-1.841514122914105
pɾetekstaɾ,spanish,pɾetekstaɾ,-2.2092032794388445,,
prevala,romanian,prevala,-3.4386471730482353,qʊrevala,-5.023101889081931
pʁevalwaʁ,french,pʁevalwaʁ,-4.22120101090789,pʁavalwaʁ,-4.457291038906436
prevalɛre,italian,prevalɛrea,-3.543969420431896,prevalɛre,-3.862469653998769
pɾeβaleɾ,spanish,pɾeβaleɾ,-4.29040505571972,,
pɹevɐɾikaɹ,portuguese,pɹevɐɾikaɹ,-2.1047480922384247,,
pʁevniʁ,french,pʁavniʁ,-4.2750906137076115,pʁevniʁ,-4.361681481875378
prevenire,italian,prevenirea,-4.0280034094866,prevenireʊm,-4.217408724111889
pɾeβeniɾ,spanish,pɾeβeniɾ,-4.605065593537753,,
pɹevɨniɹ,portuguese,pɹevɨniɹ,-3.788954016958689,,
pɾeβeɾ,spanish,pɾeβeɾ,-3.2365542680742463,,
pɹɨveɹ,portuguese,pɹɨveɹ,-2.9162469683063885,,
prɛːvjo,italian,prɛːvjʊm,-2.516391344898174,prɛːvjʊma,-2.9364220800184624
pɾeβjo,spanish,pɾeβjʊm,-3.1995091618608713,pɾeβjʊma,-3.694090186086291
pɹɛvjʊ,portuguese,pɹɛvjʊ,-3.2053017245701416,,
prɨnzʲ,romanian,prɨnzʲ,-2.4151040224918203,qʊrɨnzʲ,-3.6024072174927233
prandere,italian,pranderea,-2.436071294383435,prandere,-2.5151040224918204
prɨnz,romanian,prɨnz,-4.325829257332274,qʊrɨnz,-6.450975742593066
praŋdzo,italian,praŋdzʊm,-3.1459332755035465,praŋdzo,-3.327216968664165
pɹɐ̃ŋdjʊ,portuguese,pɹɐ̃ŋdjʊ,-4.969708707125662,,
