ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
-	-	stilla	-	-	stɪllam
-	-	stillitʃidio	-	-	stɪllɪkɪdɪʊm
-	-	-	estimulaθjon	ʃtimulɐsɐ̃ʊ̃	stɪmʊlatɪonɛm
-	-	stivare	estiβaɾ	-	stiparɛ
-	stipyle	stipulare	estipulaɾ	-	stɪpʊlari
stirpe	-	stirpe	estiɾpe	ʃtiɾəpɨ	stɪrpɛm
-	-	stɔlido	-	ʃtɔlidʊ	stɔlɪdʊm
-	stolɔ̃	-	-	-	stɔlonɛm
-	stɔʁ	stuɔia	esteɾa	ʃteɪɾɐ	stɔrɛam
-	-	stradʒe	estɾaɣo	ʃtɹaɡʊ	straɡɛm
stradə	-	strada	estɾaða	ʃtɹadɐ	stratam
strat	ɛstʁad	strato	estɾaðo	ʃtɹadʊ	stratʊm
-	etʁɛn	strɛnna	estɾena	eʃtɹɛɪɐ	strenam
-	-	-	estɾenwiðad	-	strenʊɪtatɛm
-	-	strɛnuo	-	ʃtɹɛnuʊ	strenʊʊm
-	-	strɛpito	estɾepito	ʃtɹɛpitʊ	strɛpɪtʊm
-	-	stria	estɾia	-	strɪam
-	stʁide	stridere	-	-	stridɛrɛ
striɡə	stʁiʒ	streɡa	estɾiɣa	ʃtɹiɡɐ	striɡam
-	etʁij	stridʒile	estɾixil	-	strɪɡɪlɛm
strɨŋdʒe	etʁɛ̃dʁ	strindʒere	estɾiŋxiɾ	ʃtɹiŋʒiɹ	strɪŋɡɛrɛ
-	-	stridʒe	estɾixe	ʃtɹiʒɨ	strɪɡɛm
strup	ɛstʁɔp	strɔppo	-	ʃtɹovʊ	strɔppʊm
strup	-	-	-	-	strʊppʊm
struts	otʁyʃ	strutsso	aβestɾuθ	ɐvɨʃtɹuʃ	strutʰɪonɛm
studja	etydje	studjare	estuðjaɾ	ʃtudaɹ	stʊderɛ
studiw	etyd	studio	estuðjo	ʃtudjʊ	stʊdɪʊm
-	-	stolto	estulto	ʃtuwtʊ	stʊltʊm
-	-	stupire	estupeɾ	-	stʊperɛ
-	stypœʁ	-	-	-	stʊporɛm
stupə	etup	stoppa	estopa	ʃtopɐ	stʊppam
-	-	stupratore	-	-	stupratorɛm
-	stypʁ	stupro	estupɾo	ʃtupɹʊ	stʊprʊm
-	etuʁno	storno	estoɾnino	ʃtuɾəniɲʊ	stʊrnʊm
-	-	storatʃe	-	ʃtuɾakɨ	styrakɛm
-	-	suadere	swaðiɾ	suɐdiɹ	sʊaderɛ
-	syav	soave	swaβe	suavɨ	sʊawɛm
-	syavite	soavita	swaβiðad	-	sʊawɪtatɛm
salbə	-	-	-	-	sʊbalbʊm
-	-	subdolo	-	-	sʊbdɔlʊm
suj	sybiʁ	subire	suβiɾ	subiɹ	sʊbirɛ
suber	sybeʁø	suɡero	suβeɾoso	subɾɨiɾʊ	subɛrɛm
-	-	sodʒʒatʃɛre	suβjaθeɾ	-	sʊbɪakerɛ
-	syʒesjɔ̃	-	-	-	sʊbɪɛktɪonɛm
subjekt	syʒɛ	sodʒʒetto	suxeto	suʒeɪtʊ	sʊbɪɛktʊm
-	sudɛ̃	subitaneo	suβitaneo	subitɐ̃niʊ	sʊbɪtanɛʊm
subit	sybi	subito	supito	subitʊ	sʊbɪtʊm
subʒuɡa	sybʒyɡe	sodʒʒoɡare	soxuθɣaɾ	subʒuɡaɹ	sʊbɪʊɡarɛ
-	sybʒyɡe	-	suβjuɣaɾ	-	sʊbjʊɡarɛ
-	sulve	sollevare	soleβaɾ	sulɨvaɹ	sʊblɛwarɛ
-	syblimasjɔ̃	sublimatsione	suβlimaθjon	sublimɐsɐ̃ʊ̃	sʊblimatɪonɛm
-	-	somministrare	suministɾaɾ	-	sʊbmɪnɪstrarɛ
-	səmɔ̃dʁ	-	-	-	sʊbmɔnerɛ
-	sybɔʁne	subornare	soβoɾnaɾ	subuɾənaɹ	sʊbornarɛ
suɾɨde	suʁiʁ	sorridere	sonreiɾ	suʁiɹ	sʊbriderɛ
-	-	surroɡare	suβɾoɣaɾ	-	sʊbrɔɡarɛ
-	-	subsannare	-	-	sʊbsannarɛ
-	suskʁiʁ	soskrivere	suskɾiβiɾ	subskɹɨveɹ	sʊbskribɛrɛ
-	-	susseɡwire	-	subsɨɡiɹ	sʊbsɛkwi
-	sybsid	sussidio	suβsiðjo	-	sʊbsɪdɪʊm
substantsə	sybstɑ̃s	sostantsa	suβstanθja	-	sʊbstantɪam
-	sybstitysjɔ̃	sostitutsione	sustituθjon	substituɪsɐ̃ʊ̃	sʊbstɪtutɪonɛm
-	-	sostrutsione	-	-	sʊbstrʊktɪonɛm
subtsiɾe	sybtil	sottile	subtil	subtil	sʊbtilɛm
-	sybtilite	sottilita	-	-	sʊbtilɪtatɛm
-	sustʁaksjɔ̃	sottratsione	sustɾakθjon	subtɹɐsɐ̃ʊ̃	sʊbtraktɪonɛm
sustradʒe	sustʁɛʁ	sottrarre	sustɾaeɾ	subtɹɐiɹ	sʊbtrahɛrɛ
sulə	sybyl	subbia	suβiʎa	suvɛlɐ	subʊlam
-	sybyʁbɛ̃	suburbano	-	-	sʊbʊrbanʊm
-	suvniʁ	sovvenire	subβeniɾ	-	sʊbwɛnirɛ
-	sybvɛʁtiʁ	-	-	-	sʊbwɛrtɛrɛ
-	-	sutʃʃedaneo	-	-	sʊkkedanɛʊm
-	-	sutʃʃidere	-	-	sʊkkɪdɛrɛ
-	sykyl	sukkulɛnto	-	-	sʊkkʊlɛntʊm
-	sykɔ̃be	sokkombere	sukumbiɾ	sukũmbiɹ	sʊkkʊmbɛrɛ
-	səkuʁiʁ	sokkɔrrere	sokoreɾ	sukuʁeɹ	sʊkkʊrrɛrɛ
-	səkwe	-	sakuðiɾ	sɐkudiɹ	sʊkkʊtɛrɛ
-	-	sutʃʃino	-	-	sukɪnʊm
-	-	suɡozo	xuɣoso	sukozʊ	sukosʊm
sudar	syɛʁ	sudario	suðaɾjo	sudaɾjʊ	sudarɪʊm
asuda	sye	sudare	suðaɾ	suaɹ	sudarɛ
sufitʃjentsə	syfizɑ̃s	suffitʃɛntsa	sufiθjɛnθja	sufisjeɪŋsjɐ	sʊffɪkɪɛntɪam
-	syfiʁ	-	-	-	sʊffɪkɛrɛ
-	-	-	sufɾaɣaɾ	-	sʊffraɡarɛ
-	-	suffrutitʃe	sufɾutiθe	-	sʊffrʊtɪkɛm
-	-	suffondere	-	-	sʊffʊndɛrɛ
-	syɡʒeʁe	-	-	suʒɨɾiɹ	sʊɡɡɛrɛrɛ
-	-	-	-	suʒɛʃtʊ	sʊɡɡɛstʊm
sudʒe	syse	sukkjare	sukθjonaɾ	suɡaɹ	suɡɛrɛ
sajn	-	suino	swino	-	sʊinʊm
-	-	solkare	sulkaɾ	suwkaɹ	sʊlkarɛ
sulk	-	solko	suɾko	sukʊ	sʊlkʊm
sumə	sɔm	somma	suma	somɐ	sʊmmam
-	sɔmɛʁ	-	sumaɾjo	-	sʊmmarɪʊm
submerdʒe	sybmɛʁʒe	sommɛrdʒere	sumeɾxiɾ	submɨɾəʒiɹ	sʊmmɛrɡɛrɛ
submersjune	sybmɛʁsjɔ̃	sommersione	sumeɾsjon	submɨɾəsɐ̃ʊ̃	sʊmmɛrsɪonɛm
-	-	sommita	sumiðad	sumidadɨ	sʊmmɪtatɛm
sumete	sumɛtʁ	sommettere	someteɾ	submɨteɹ	sʊmmɪttɛrɛ
-	-	sommo	sumo	sumʊ	sʊmmʊm
-	-	sumɛre	sumiɾ	sumiɹ	sumɛrɛ
-	sɔ̃ptyø	sontuozo	-	-	sʊmptʊosʊm
-	-	sunto	-	sũmptʊ	sumptʊm
-	-	suovetaurilia	-	-	sʊɔwɛtaʊrilɪa
-	sypɛʁb	supɛrbia	-	-	sʊpɛrbɪam
superb	sypɛʁb	supɛrbo	soβeɾβjo	subeɾəbʊ	sʊpɛrbʊm
-	syʁkʁwatʁ	soprakkreʃere	-	-	sʊpɛrkreskɛrɛ
supeɾjor	sypeʁjœʁ	superiore	supeɾjoɾ	supɛɾioɹ	sʊpɛrɪorɛm
-	syʁnatyʁɛl	soprannaturale	supeɾnatuɾal	-	sʊpɛrnaturalɛm
-	-	supɛrno	-	-	sʊpɛrnʊm
supəɾa	-	superare	supeɾaɾ	supɛɾaɹ	sʊpɛrarɛ
superpune	sypɛʁpoze	sovrappɔrre	soβɾeponeɾ	subɾɨpuɹ	sʊpɛrponɛrɛ
-	syʁswaʁ	soprassedɛre	soβɾeseeɾ	-	sʊpɛrsɛderɛ
-	-	supero	-	-	sʊpɛrʊm
-	-	supervakaneo	supeɾβakaneo	supɛɾəvɐkɐ̃niʊ	sʊpɛrwakanɛʊm
-	-	-	supeɾβakaneo	supɛɾəvɐkɐ̃niʊ	sʊpɛrwakʊʊm
-	syʁvəniʁ	-	soβɾeβeniɾ	subɾɨviɹ	sʊpɛrwɛnirɛ
-	-	supino	supino	supinʊ	sʊpinʊm
-	syplemɑ̃	-	suplemɛnto	-	sʊpplemɛntʊm
-	syplee	supplire	supliɾ	supɹiɹ	sʊpplerɛ
suplikatsje	syplikasjɔ̃	supplikatsione	-	-	sʊpplɪkatɪonɛm
-	syplis	-	supliθjo	suplisjʊ	sʊpplɪkɪʊm
suplika	syplie	supplikare	suplikaɾ	suplikaɹ	sʊpplɪkarɛ
supune	sypoze	suppɔrre	suponeɾ	supoɹ	sʊpponɛrɛ
-	sypʁime	-	-	-	sʊpprɪmɛrɛ
-	sypyte	-	suputaɾ	-	sʊppʊtarɛ
-	syʁdite	-	-	-	sʊrdɪtatɛm
surd	suʁ	sordo	soɾðo	suɾədʊ	sʊrdʊm
-	syʁʒiʁ	sordʒere	suɾðiɾ	suɾəʒiɹ	sʊrɡɛrɛ
-	-	-	-	suʁipiaɹ	sʊrrɪpɛrɛ
sor	sys	-	-	-	sʊɛm
suʃta	sysite	suʃitare	susθitaɾ	susitaɹ	sʊskɪtarɛ
-	supsɔ̃	-	-	suʃpeɪsɐ̃ʊ̃	sʊspɛktɪonɛm
-	syspɑ̃dʁ	sospɛndere	suspendeɾ	suʃpeɪŋdeɹ	sʊspɛndɛrɛ
supensje	syspɑ̃sjɔ̃	sospensione	suspensjon	suʃpeɪŋsɐ̃ʊ̃	sʊspensɪonɛm
-	syspisjɔ̃	-	-	-	sʊspɪkɛrɛ
suspin	supiʁ	sospiro	suspiɾo	suʃpiɾʊ	sʊspɪrɪʊm
suspina	supiʁe	sospirare	suspiɾaɾ	suʃpiɾaɹ	sʊspirarɛ
-	-	sostentakolo	sustentakulo	suʃteɪŋtakulʊ	sʊstɛntakʊlʊm
-	systɑ̃te	sostentare	sustentaɾ	suʃteɪŋtaɹ	sʊstɛntarɛ
-	-	-	sosteneɾ	-	sʊstɪnerɛ
-	-	-	-	susuʁɐsɐ̃ʊ̃	sʊsʊrratɪonɛm
-	-	sussurro	susuro	-	sʊsʊrrʊm
-	-	-	-	sutil	sutɪlɛm
-	-	-	sutoɾjo	-	sutorɪʊm
-	sytyʁ	sutura	sutuɾa	sutuɾɐ	suturam
-	sikofɑ̃t	-	sikofanta	-	syːkɔpʰantam
-	sinɔpsi	sinɔssi	sinopsis	-	synɔpsɛm
-	sɛ̃tɛz	-	-	-	syntʰɛsɛm
tavernə	tavɛʁn	tavɛrna	taβeɾna	tɐbɛɾənɐ	tabɛrnam
-	-	-	-	tabɨ	tabɛm
-	-	-	-	tabidʊ	tabɪdʊm
tablə	tabl	tavola	taβla	tabuɐ	tablam
tablə	tabl	tavola	taβla	-	tabʊlam
tətʃea	tɛʁ	tatʃɛre	taθeɾ	-	takerɛ
-	taktil	tattile	taktil	tatil	taktɪlɛm
zadə	-	teda	teða	-	taɪdam
-	tədjø	tediozo	teðjoso	tediozʊ	taɪdɪosʊm
-	-	tɛtro	tetɾo	tɛtɹʊ	taɪtrʊm
-	-	-	tetɾiko	tɛtɹikʊ	taɪtrɪkʊm
-	-	talɛa	-	-	talɛam
-	top	talpa	talpa	tuwpeɪɾɐ	talpam
-	-	talo	talud	tɐludɨ	talʊm
-	-	tameritʃe	-	-	tamarɪkɛm
-	tami	tamizo	-	-	tamɪsɪʊm
atiŋdʒe	-	tandʒere	taŋxiɾ	tɐ̃ŋʒeɹ	taŋɡɛrɛ
-	tɑ̃	tanto	tanto	tɐ̃ŋtʊ	tantʊm
-	tapi	tappeto	tapiθ	tɐpetɨ	tapetɛm
-	taʁde	tardare	taɾðaɾ	tɐɾədaɹ	tardarɛ
tɨrziu	taʁdif	tardo	taɾðo	taɾədʊ	tardʊm
-	tɛʁmi	termite	-	tɛɾəmitɨ	tarmɪtɛm
-	toʁifɔʁm	tauriforme	-	-	taʊrɪformɛm
-	taksasjɔ̃	tassatsione	-	-	taksatɪonɛm
taksa	takse	tassare	tasaɾ	tɐʃaɹ	taksarɛ
-	tɛsɔ̃	tasso	texon	teɪʃʊ	taksʊm
-	twa	tetto	tetʃo	tɛtʊ	tektʊm
-	tyil	teʎa	texa	teʎɐ	teɡʊlam
teaɾə	twal	tɛla	tela	tɛlɐ	telam
-	temeʁɛʁ	-	-	-	tɛmɛrarɪʊm
-	temeʁite	temerita	temeɾiðad	temɨɾidadɨ	tɛmɛrɪtatɛm
-	-	-	-	temɨɾaɹ	tɛmɛrarɛ
-	timɔ̃	timone	timon	timɐ̃ʊ̃	temonɛm
-	-	tempɛrie	-	teɪmpɛɾjɨ	tɛmpɛrɪɛm
astɨmpəɾa	tɑ̃peʁe	temperare	tempeɾaɾ	teɪmpɨɾaɹ	tɛmpɛrarɛ
tempoɾal	tɑ̃poʁɛl	temporale	tempoɾal	teɪmpuɾɑl	tɛmpɔralɛm
-	-	-	tempɾano	-	tɛmpɔranɛʊm
-	tɑ̃poʁɛʁ	temporario	tempoɾaɾjo	teɪmpuɾaɾjʊ	tɛmpɔrarɪʊm
timpuɾiw	-	-	-	-	tɛmpɔrɪwʊm
-	tɑ̃tasjɔ̃	-	-	-	tɛmptatɪonɛm
-	tɑ̃te	tentare	tentaɾ	teɪŋtaɹ	tɛmptarɛ
-	-	-	temulɛnto	-	temʊlɛntʊm
tinde	tɑ̃dʁ	tɛndere	tendeɾ	teɪŋdeɹ	tɛndɛrɛ
tenebrə	tenɛbʁ	tɛnebra	tinjeβla	tɹɛvɐ	tɛnɛbram
-	tenɛbʁ	tɛnebre	tinjeβlas	tɹɛvɐʃ	tɛnɛbras
-	tenebʁø	tenebrozo	teneβɾoso	-	tɛnɛbrosʊm
tsine	təniʁ	tenere	teneɾ	tɨɹ	tɛnerɛ
tɨnər	tɑ̃dʁ	tɛnero	tjeɾno	tɛɾənʊ	tɛnɛrʊm
-	tənœʁ	tenore	tenoɾ	tiuɹ	tɛnorɛm
tensjune	tɑ̃sjɔ̃	tensione	tensjon	teɪŋsɐ̃ʊ̃	tensɪonɛm
-	-	-	tesuɾa	tezuɾɐ	tensuram
-	tɑ̃te	-	tentaɾ	-	tɛntarɛ
-	teny	tɛnue	tenwe	-	tɛnʊɛm
-	tjɛd	tjɛpido	tiβjo	tibjʊ	tɛpɪdʊm
-	-	tepore	-	-	tɛporɛm
-	-	tɛrebra	-	tɛɾɨbɹɐ	tɛrɛbram
-	-	-	-	teɾɨbɹaɹ	tɛrɛbrarɛ
-	-	-	teɾxeɾ	-	tɛrɡerɛ
-	tɛʁʒivɛʁsasjɔ̃	-	-	-	tɛrɡɪwɛrsatɪonɛm
-	tɛʁʒivɛʁse	terdʒiversare	-	teɾəʒivɨɾəsaɹ	tɛrɡɪwɛrsari
-	-	tɛrdʒere	-	-	tɛrɡɛrɛ
-	-	-	-	tɛɾənʊ	tɛrnos
-	-	terremɔto	teremoto	teʁɨmɔtʊ	tɛrraɪmɔtʊm
teɾen	tɛʁɛ̃	terreno	tereno	teʁenʊ	tɛrrenʊm
-	-	terrɛo	tereo	tɛʁiʊ	tɛrrɛʊm
-	-	tɛrso	teɾso	tɛɾəsʊ	tɛrsʊm
-	-	tertsjare	teɾθjaɾ	-	tɛrtɪarɛ
terts	tjɛʁ	tɛrtso	teɾθjo	tɛɾəsjʊ	tɛrtɪʊm
-	temwɛ̃	testimɔnio	testimonjo	teʃtɨmonjʊ	tɛstɪmonɪʊm
-	-	tɛste	-	-	tɛstɛm
-	tɛstydo	testudʒʒine	testuðo	-	tɛstudɪnɛm
tekstil	tɛkstil	-	tekstil	testil	tɛkstɪlɛ
-	-	-	tekstoɾjo	-	tɛkstorɪʊm
-	tɛkstyʁ	-	tekstuɾa	teʃtuɾɐ	tɛksturam
tekst	tɛkst	tɛsto	teksto	teʃtʊ	tɛkstʊm
-	-	talamo	talamo	-	tʰalamʊm
teakə	tɛ	tɛka	tekla	-	tʰekam
-	teozofi	teozofia	teosofia	tiuzufiɐ	tʰɛɔsɔpʰɪam
tezaur	tʁezɔʁ	tezɔro	tesoɾo	tezoɪɾʊ	tʰesaʊrʊm
-	-	dzia	tia	tiɐ	tʰiam
-	-	dzio	tio	tiʊ	tʰiʊm
-	-	tratʃo	tɾaθjo	tɹasjʊ	tʰrakɪʊm
-	-	tratʃe	-	-	tʰrakɛm
-	tʁɔ̃n	trɔno	tɾono	-	tʰrɔnʊm
təmyje	-	-	-	-	tʰymɪama
-	-	-	-	tiɾəsiʒɨɾʊ	tʰyrsɪɡɛrʊm
-	tɔʁs	torso	-	-	tʰyrsʊm
-	-	tibjale	-	-	tibɪalɛm
tej	tɛj	tiʎo	tilja	tiljɐ	tɪlɪam
teme	timid	temere	temeɾ	tɨmeɹ	tɪmerɛ
-	timidite	-	-	-	tɪmɪdɪtatɛm
-	timid	timido	timiðo	-	tɪmɪdʊm
temɔaɾe	-	timore	temoɾ	tɨmoɹ	tɪmorɛm
-	tin	tina	tina	tinɐ	tinam
-	tɛɲ	tiɲɲa	tiɲa	tiɲɐ	tɪnɛam
-	-	tindʒere	tintaɾ	tiŋtaɹ	tɪŋɡɛrɛ
-	-	-	-	tiniɹ	tɪnnirɛ
-	-	-	-	tinidʊ	tɪnnitʊm
-	-	-	-	tiŋtinabulʊ	tɪntɪnnabʊlʊm
-	tipyl	tipula	tipula	tipulɐ	tɪppʊlam
-	-	titanio	-	-	tɪtanɪʊm
-	titije	titillare	-	-	titɪllarɛ
-	titybe	-	tituβeaɾ	-	tɪtʊbarɛ
-	titylɛʁ	titolare	titulaɾ	titulaɹ	tɪtʊlarɛm
-	tmɛz	-	-	-	tmesɪn
-	tyf	-	-	-	tofʊm
-	tɔʒ	tɔɡa	toɣa	-	tɔɡam
-	-	toɡato	-	-	tɔɡatʊm
-	-	tɔʎere	toʎeɾ	tuʎeɹ	tɔllɛrɛ
-	tɔm	tomo	-	-	tɔmʊm
tunde	tɔ̃dʁ	tozare	tundiɾ	tuzaɹ	tɔnderɛ
tunet	tɔnɛʁ	-	estɾuɛndo	ʃtɹoŋdʊ	tɔnɪtrʊm
-	-	-	-	tunitɹuʊ	tɔnɪtrʊʊm
-	twazɔ̃	tozone	toɪson	tuzɐ̃ʊ̃	tonsɪonɛm
-	-	-	tixeɾa	tezoɪɾɐ	tonsorɪʊm
tuns	-	tozo	tuso	-	tonsʊm
turment	tuʁmɑ̃	tormento	toɾmɛnto	tuɾəmeɪŋtʊ	tɔrmɛntʊm
-	tuʁ	tornio	toɾno	toɾənʊ	tɔrnʊm
-	-	torpɛdo	toɾpeðo	tuɾəpedʊ	tɔrpedɪnɛm
-	-	-	toɾpiðo	-	tɔrpɪdʊm
-	-	-	toɾpoɾ	tuɾəpoɹ	tɔrporɛm
tɔartʃe	tɔʁdʁ	tɔrtʃere	toɾθeɾ	tuɾəseɹ	tɔrkwerɛ
-	toʁefje	-	-	-	tɔrrɛfakɛrɛ
-	-	-	toraɾ	tuʁaɹ	tɔrrerɛ
-	-	tɔrtile	toɾtil	-	tɔrtɪlɛm
-	-	-	toɾθon	tuɾəsɐ̃ʊ̃	tɔrtɪonɛm
-	-	tortore	toɾtoɾ	-	tɔrtorɛm
tort	tɔʁ	tɔrto	tweɾto	toɾətʊ	tɔrtʊm
-	-	tuɔrlo	-	-	tɔrʊlʊm
-	-	-	tweɾo	tɔɾʊ	tɔrʊm
-	tɔʁv	-	-	toɾəvʊ	tɔrwʊm
topseka	-	tossikare	-	-	tɔksɪkarɛ
-	-	-	tɾaβal	tɹɐbɑl	trabalɛm
-	tʁabekyl	trabekola	tɾaβekula	tɹɐbɛkulɐ	trabekʊlam
-	tʁave	trave	tɾaβa	tɹavɨ	trabɛm
tratat	tʁɛte	trattato	tɾataðo	tɹɐtadʊ	traktatʊm
-	tʁɛ	tratto	tɾetʃo	tɹeʃʊ	traktʊm
trədətor	tʁɛtʁ	traditore	tɾaɪðoɾ	tɹaɪdoɹ	tradɪtorɛm
trəda	tʁaiʁ	tradire	tɾaeɾ	tɹɐiɹ	tradɛrɛ
-	tʁadyksjɔ̃	tradutsione	tɾaðukθjon	tɹɐdusɐ̃ʊ̃	tradʊktɪonɛm
-	-	traltʃo	-	-	tradʊkɛm
-	-	tradʒedo	-	-	traɡɔɪdʊm
-	tʁaj	traɡula	tɾaʎa	tɹaʎɐ	traɡʊlam
tretʃe	-	-	-	-	traɪkɛrɛ
-	tʁalyiʁ	-	-	-	tralukerɛ
tramə	tʁam	trama	tɾama	tɹɐ̃mɐ	tramam
-	-	tramite	tɾamite	tɹɐ̃mitɨ	tramɪtɛm
trimite	-	tramettere	-	-	tramɪttɛrɛ
-	tʁɑ̃kil	trankwillo	tɾankilo	tɹɐ̃ŋkwilʊ	traŋkwɪllʊm
-	tʁɑ̃zaksjɔ̃	transatsione	tɾansakθjon	-	transaktɪonɛm
-	tʁɑ̃sɑ̃de	traʃɛndere	tɾasθendeɾ	tɹɐ̃ŋseɪŋdeɹ	transkɛndɛrɛ
-	tʁɑ̃skʁiʁ	traskrivere	tɾanskɾiβiɾ	tɹɐ̃ŋskɹɨveɹ	transkribɛrɛ
-	tʁɑ̃ziʁ	transire	tɾansiɾ	tɹɐ̃ŋziɹ	transirɛ
-	tʁɑ̃sfeʁe	-	tɾansfeɾiɾ	tɹɐ̃ŋsfɨɾiɹ	transfɛrrɛ
-	-	transfluire	-	-	transflʊɛrɛ
transformatsje	tʁɑ̃sfɔʁmasjɔ̃	trasformatsione	tɾansfoɾmaθjon	tɹɐ̃ŋsfuɾəmɐsɐ̃ʊ̃	transformatɪonɛm
-	tʁɑ̃sfyʒ	-	tɾansfuɣa	-	transfʊɡam
-	-	trasfondere	tɾansfundiɾ	-	transfʊndɛrɛ
-	tʁɑ̃zɡʁɛse	trazɡredire	tɾansɣɾeðiɾ	tɹɐ̃ŋzɡɹɨdiɹ	transɡrɛdi
-	-	trazɡressione	-	-	transɡrɛssɪonɛm
-	tʁɑ̃ziʒe	-	tɾansixiɾ	-	transɪɡɛrɛ
-	tʁɑ̃zit	transito	-	tɹɐ̃ŋzitʊ	transɪtʊm
translatsje	tʁɑ̃slasjɔ̃	trazlatsione	tɾaslaθjon	tɹɐ̃ŋzlɐsɐ̃ʊ̃	translatɪonɛm
-	tʁalyiʁ	tralutʃere	tɾasluθiɾ	-	translukerɛ
-	tʁɑ̃smiɡʁe	trazmiɡrare	tɾansmiɣɾaɾ	-	transmɪɡrarɛ
-	tʁɑ̃smisjɔ̃	trazmissione	tɾansmisjon	tɹɐ̃ŋzmisɐ̃ʊ̃	transmɪssɪonɛm
transmite	tʁɑ̃smɛtʁ	trazmettere	tɾansmitiɾ	tɹɐ̃ŋzmitiɹ	transmɪttɛrɛ
-	-	tramɔntano	tɾansmontano	-	transmɔntanʊm
-	tʁɑ̃smytasjɔ̃	trazmutatsione	tɾansmutaθjon	tɹɐ̃ŋzmutɐsɐ̃ʊ̃	transmutatɪonɛm
-	tʁɑ̃spoze	traspɔrre	tɾansponeɾ	tɹɐ̃ŋspoɹ	transponɛrɛ
-	tʁɑ̃spɔʁte	trasportare	tɾanspoɾtaɾ	tɹɐ̃ŋspuɾətaɹ	transpɔrtarɛ
-	-	-	-	tɹaʃtʊ	transtrʊm
-	tʁɑ̃sybstɑ̃tje	transustantsjare	-	tɹɐ̃ŋzubstɐ̃ŋsiaɹ	transʊbstantɪarɛ
-	-	-	estɾemeθeɾ	ʃtɹemɨseɹ	trɛmeskɛrɛ
-	kʁɛ̃dʁ	tremare	tɾemeɾ	tɹɨmeɹ	trɛmɛrɛ
-	tʁemœʁ	tremore	tɾemoɾ	tɹɨmoɹ	trɛmorɛm
tremuɾa	-	tremolare	tɾemolaɾ	tɹemulaɹ	trɛmʊlarɛ
-	-	trɛmulo	tɾemulo	tɹemulʊ	trɛmʊlʊm
-	tʁepidasjɔ̃	trepidatsione	tɾepiðaθjon	tɹepidɐsɐ̃ʊ̃	trɛpɪdatɪonɛm
trepida	tʁepide	trepidare	tɾepiðaɾ	tɹepidaɹ	trɛpɪdarɛ
-	-	trɛpido	-	tɹɛpidʊ	trɛpɪdʊm
-	tʁibʁak	-	-	-	trɪbrakʰyn
-	-	-	-	tɹibɹɛvɨ	trɪbrɛwɛm
trejeɾa	tʁibule	-	tɾiβulaɾ	-	trɪbʊlarɛ
-	-	trillo	tɾiʎo	tɹiʎʊ	tribʊlʊm
-	-	trebbia	tɾiβulo	tɹibulʊ	trɪbʊlʊm
-	tʁiby	tributo	tɾiβuto	tɹibutʊ	trɪbutʊm
-	-	-	-	tɹikɐ	trikas
-	tʁisenɛʁ	-	-	tɹisɨnaɾjʊ	trikenarɪʊm
-	-	-	tɾiθeps	-	trɪkɪpɪtɛm
-	tʁɛj	-	-	-	trɪkʰɪlam
-	-	triklinio	-	-	trɪklinɪʊm
-	tʁifolje	trifoʎato	tɾifoljaða	-	trɪfɔlɪatʊm
trifoj	tʁɛfl	trifɔʎo	tɾeβol	tɹevʊ	trɪfɔlɪʊm
-	-	-	tɾifoɾme	-	trɪformɛm
-	-	tridʒɛzimo	tɾixesimo	tɹiʒɛzimʊ	triɡesɪmʊm
-	-	tramɔdʒʒa	-	-	trɪmɔdɪam
trinitate	tʁinite	trinita	tɾiniðad	tɹiŋdadɨ	trinɪtatɛm
-	tʁavaj	travaʎo	tɾaβaxo	tɹɐbaʎʊ	trɪpalɛm
-	tʁiplɛks	triplitʃe	-	-	trɪplɪkɛm
-	tʁipl	triplo	tɾiplo	tɹiplʊ	trɪplʊm
-	-	tripudio	-	-	trɪpʊdɪʊm
-	-	-	tɾipoðe	-	trɪpɔdɛm
-	-	-	tɾituɾa	tɹituɾɐ	trituram
-	-	-	tɾituɾaɾ	-	triturarɛ
-	-	trionfatore	tɾiumfaðoɾ	tɹiũŋfɐdoɹ	trɪʊmpʰatorɛm
-	-	-	tɾiβjal	-	trɪwɪalɛm
-	-	-	tɾokaɾ	-	trɔkarɛ
-	-	-	-	tɹɔpʊ	trɔpʊm
-	tʁyside	trutʃidare	tɾuθiðaɾ	tɹusidaɹ	trʊkidarɛ
-	tʁykylɑ̃	trukulɛnto	tɾukulɛnto	tɹukuleɪŋtʊ	trʊkʊlɛntʊm
-	tʁɔ̃ke	tronkare	tɾunkaɾ	tɹũŋkaɹ	trʊŋkarɛ
-	-	-	-	tɹutinɐ	trʊtɪnam
-	-	trutʃe	tɾuθ	-	trʊkɛm
tu	ty	tu	tu	tu	tu
-	tʁyf	tartufo	toβiʎo	-	tubɛr
-	-	tuberozo	tuβeɾoso	-	tubɛrosʊm
-	tuje	-	-	-	tʊdɪkʊlarɛ
-	-	tuɡurio	tuɣuɾjo	tuɡuɾjʊ	tʊɡʊrɪʊm
-	tymefje	tumefare	-	tumɨfɐzeɹ	tʊmɛfakɛrɛ
-	-	-	-	tumɨseɹ	tʊmeskɛrɛ
-	-	tumido	tumiðo	tũmidʊ	tʊmɪdʊm
-	-	tumulare	-	-	tʊmʊlarɛ
