final_proposed_protoform	ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
esɣalbelo	-	-	skalpɛllo	eskalpelo	ʃkɑlpɛlʊ	skalpɛllʊm
esɣubʁo	-	ɛskupʁo	-	eskoplo	ʃkɔpɹʊ	skalprʊm
skamonea	-	-	skamonea	-	-	skammonɛam
zɣamonio	-	-	skamɔnio	-	-	skammonɪʊm
skɑde	-	skɑ̃de	skandire	eskandiɾ	ʃkɐ̃ŋdiɹ	skandɛrɛ
skandola	skɨnduɾə	-	skandola	eskanda	-	skandʊlam
skapulə	skapulə	-	skapola	eskapula	ʃkapulɐ	skapʊlam
ʃɣabʊ	-	-	-	-	ʃkapʊ	skapʊm
zɣaɾaβeo	-	ɛskaʁbo	skaɾabɛo	eskaɾaβaxo	ʃkɐɾɐveʎʊ	skarabaɪʊm
ʃeniɣo	-	senik	ʃɛniko	-	-	skenɪkʊm
zɣeda	-	-	skɛda	-	-	skʰɛdam
zedyl	-	sedyl	-	θeðula	sɛdulɐ	skʰɛdʊlam
ekolje	-	ekolje	skolaro	eskolaɾ	ʃkulaɹ	skʰɔlarɛm
sɣolastsɣ	-	skolastik	skolastiko	eskolastiko	-	skʰɔlastɪkʊm
ʃtijntsifik	ʃtijntsifik	sjɑ̃tifik	ʃentifiko	θjentifiko	sieɪŋtifikʊ	skɪɛntɪfɪkʊm
stʃinda	stʃinda	sɛ̃de	ʃindere	esθindiɾ	siŋdiɹ	skɪndɛrɛ
zɣɨndeje	skɨnteje	etɛ̃sɛl	ʃintilla	θenteʎa	seɪŋteʎɐ	skɪntɪllam
ʃinʤʎare	skɨnteja	etɛ̃sle	ʃintillare	θenteʎaɾ	seɪŋtɨʎaɹ	skɪntɪllarɛ
ʃð	ʃti	-	-	-	-	skirɛ
ʃirpo	-	siʁp	ʃirpo	-	-	skɪrpʊm
ʃizzile	-	-	ʃissile	-	-	skɪssɪlɛm
zizjo	-	sisjɔ̃	-	-	-	skɪssɪonɛm
ʃðjur	ʃtjur	ekyʁœj	skoiattolo	eskilo	ʃkilʊ	skɪurʊm
skolopendrə	skolopendrə	-	skolopendra	eskolopɛndɾa	-	skɔlɔpɛndram
zɡombro	-	-	zɡombro	-	-	skɔmbrʊm
zɣomma	-	-	skɔmma	-	-	skomma
skoba	-	-	skopa	eskoβa	ʃkovɐ	skopam
ʃɣuvaɹ	-	-	skopare	eskoβaɾ	ʃkuvaɹ	skɔpɛrɛ
zɣobula	-	-	skɔpula	-	-	skopʊlam
eskoʎo	-	ekœj	skɔʎo	eskoʎo	ʃkoʎʊ	skɔpʊlʊm
zɣoaɾe	skɔaɾe	skoʁi	skɔria	eskoɾja	ʃkɔɾjɐ	skorɪam
zɣorbena	-	-	skorpɛna	-	-	skɔrpaɪnam
sɣortsa	skɔartsə	ekɔʁs	skɔrtsa	-	-	skɔrtɛam
eskweɾθo	-	-	-	eskweɾθo	-	skɔrtɛʊm
skotsja	skotsja	ekɔs	skɔtsia	eskoθja	ʃkɔsjɐ	skɔtɪam
zkriba	-	skʁib	skriba	eskɾiβa	ʃkɹibɐ	skribam
skriɲɲo	-	ekʁɛ̃	skriɲɲo	-	ʃkɹinjʊ	skrinɪʊm
esɣɾitoɾ	-	-	-	eskɾitoɾ	-	skriptorɛm
zɣrittritʃe	-	-	skrittritʃe	-	-	skriptrikɛm
esɣɾito	-	ekʁi	-	eskɾito	ʃkɹitʊ	skriptʊm
skrittura	skriptuɾə	ekʁityʁ	skrittura	eskɾituɾa	ʃkɹituɾɐ	skripturam
zɣorbuɾə	skorbuɾə	-	-	-	-	skrɔbɛm
zɣrofa	skrɔafə	-	skrɔfa	-	-	skrofam
skʁypylø	-	skʁypylø	skrupulozo	eskɾupuloso	ʃkɹupulozʊ	skrupʊlosʊm
ʃgɹuʤnjʊ	-	-	skrutinio	eskuðɾiɲaɾ	ʃkɹutinjʊ	skrutɪnɪʊm
skrutare	-	-	skrutare	eskɾutaɾ	-	skrutarɛ
ʃɣɹutaɹ	-	skʁyte	-	eskɾutaɾ	ʃkɹutaɹ	skrutari
ʃɣuʁɐ	-	-	-	eskura	ʃkuʁɐ	skʊrram
skurrile	-	skyʁil	skurrile	-	-	skʊrrilɛm
zɣuðjer	skutjer	ekyije	skudiɛro	eskuðeɾo	ʃkudeɪɾʊ	skutarɪʊm
zɣodeʎa	-	ekyɛl	skodɛlla	eskuðiʎa	ʃkudɛlɐ	skʊtɛllam
zɣuʤʃo	-	-	skudiʃo	-	-	skʊtɪkam
skudo	skut	eky	skudo	eskuðo	ʃkudʊ	skutʊm
ze	se	si	se	se	sɨ	se
zeɡale	sekaɾə	sɛɡl	seɡale	-	-	sɛkalɛ
zedʃernere	-	sekʁete	setʃɛrnere	sekɾetaɾ	sɛkɹɨtaɹ	sekɛrnɛrɛ
zeɡare	-	sje	seɡare	seɣaɾ	sɨɡaɹ	sɛkarɛ
zeɣondare	-	-	sekondare	-	-	sɛkʊndarɛ
zekuɾ	sekuɾe	-	skure	seɣuɾ	seɡuɾɨ	sɛkurɛm
zyʁ	siɡur	syːʁ	-	-	-	sekurʊm
zwaʁ	ʃedea	swaʁ	sedere	sentaɾ	seɪŋtaɹ	sɛderɛ
zede	-	-	sɛde	seðe	sedɨ	sedɛm
zɨdaɹ	-	-	sedare	seðaɾ	sɨdaɹ	sedarɛ
zedulʊ	-	-	-	-	sɛdulʊ	sedʊlʊm
zeɡnizjɐ	-	-	-	-	seɡnisjɐ	sɛŋnɪtɪam
zeɡʁeʒe	-	seɡʁeʒe	seɡreɡare	seɣɾeɣaɾ	seɡɹɨɡaɹ	seɡrɛɡarɛ
zeme	-	-	seme	semen	-	semɛn
zemifoɾme	-	-	-	semifoɾme	-	semɪformɛm
zemiminima	-	-	semiminima	-	-	semɪmɪnɪmam
zeɪmpideɾənidadɨ	-	-	-	-	seɪmpiteɾənidadɨ	sɛmpɪtɛrnɪtatɛm
zempiderno	-	-	sempitɛrno	sempiteɾno	seɪmpitɛɾənʊ	sɛmpɪtɛrnʊm
zena	senat	sena	senato	senaðo	senadʊ	sɛnatʊm
θuθon	-	-	-	θuθon	-	sɛnɛkɪonɛm
zenetta	-	-	senetta	-	-	sɛnɛktam
zeneddude	-	-	senettute	senektud	-	sɛnɛktʊm
zene	-	-	sene	sene	-	sɛnɛm
senzatsje	senzatsje	sɑ̃sasjɔ̃	sensatsione	sensaθjon	seɪŋsɐsɐ̃ʊ̃	sensatɪonɛm
sensato	-	-	sensato	-	-	sensatʊm
sensualita	senzwalitate	sɑ̃syalite	sensualita	senswaliðad	seɪŋsuɐlidadɨ	sɛnsʊalɪtatɛm
sens	sens	sɑ̃s	sɛnso	seso	seɪŋsʊ	sensʊm
sentsre	simtsʲ	sɑ̃tiʁ	sentire	sentiɾ	seɪŋtiɹ	sɛntirɛ
zepaɾar	sepaɾa	sepaʁe	sepaɾare	sepaɾaɾ	sepɐɾaɹ	separarɛ
zeppeʎire	-	ɑ̃səvliʁ	seppellire	sepultaɾ	sepuwtaɹ	sɛpɛlirɛ
zeʃ	-	sɛʃ	-	-	-	sepɪam
zeddene	-	-	settɛnne	-	-	sɛptɛnnɛm
zedendrjon	septentrjon	sɛptɑ̃tʁiɔ̃	settentrione	sepptentɾion	seteɪŋtɹiɐ̃ʊ̃	sɛptɛntrɪonɛm
zeddendrionale	septentrjonal	sɛptɑ̃tʁional	settentrionale	sepptentɾional	seteɪŋtɹiunɑl	sɛptɛntrɪonalɛm
setsɣ	-	sɛptik	-	-	-	septɪkʊm
zəðəmɨnə	səptəmɨnə	-	settimana	-	-	sɛptɪmanam
zebylɣʁ	-	sepylkʁ	sepolkro	sepulkɾo	-	sɛpʊlkrʊm
zebuwðuɾɐ	-	sepyltyʁ	sepoltura	sepultuɾa	sepuwtuɾɐ	sɛpʊlturam
zekwaθ	-	-	seɡwatʃe	sekwaθ	sɨkwaʃ	sɛkwakɛm
zeɾafikʊ	-	seʁafik	serafiko	seɾafiko	seɾafikʊ	sɛrapʰɪkʊm
ɨnsenina	ɨnsenina	-	serenare	seɾenaɾ	seɾɨnaɹ	sɛrenarɛ
ziɾɣo	-	-	sɛriko	siɾɣo	siɾəɡʊ	serɪkʊm
seɾjos	seɾjos	seʁjø	seriozo	-	-	serɪosʊm
zɨɾəmɐʊ	-	sɛʁmɔ̃	sermone	seɾmon	sɨɾəmɐ̃ʊ̃	sɛrmonɛm
zeʁe	-	sɛʁe	serrare	θeraɾ	sɨʁaɹ	sɛrɛrɛ
seɾotsno	-	-	serotino	seɾotino	seɾotinʊ	serotɪnʊm
zeʁβɑde	-	sɛʁpɑ̃tɛ̃	serpentino	seɾpentino	-	sɛrpɛntinʊm
zeʁɐ	-	-	-	sjera	sɛʁɐ	sɛrram
zeʁaʒeɪŋ	-	-	-	serin	seʁaʒeɪŋ	sɛrraɡɪnɛm
zɨʁaɹ	-	-	-	seraɾ	sɨʁaɹ	sɛrrarɛ
zer	zer	seʁɔm	sjɛro	sweɾo	soɾʊ	sɛrʊm
zera	seaɾə	swaʁ	sera	-	sɨɾɐ̃ʊ̃	serʊm
zeʁvɑ	-	sɛʁvɑ̃	serviɛnte	siɾβjɛnte	-	sɛrwɪɛntɛm
zervil	servil	sɛʁvil	servile	seɾβil	sɨɾəvil	sɛrwilɛm
zeʁvidyd	-	sɛʁvityd	-	seɾβiðumbɾe	seɾəvidɐ̃ʊ̃	sɛrwɪtudɪnɛm
zervitu	-	-	servitu	seɾβitud	seɾəvitudɨ	sɛrwɪtutɛm
zerba	serba	-	servare	seɾβaɾ	-	sɛrwarɛ
sesɣundʃa	-	-	seskuntʃa	-	-	sɛskʊŋkɪam
seskwibedale	-	-	seskwipedale	seskipeðal	-	seskwɪpɛdalɛm
ʃes	ʃes	si	sɛsso	seso	sɛsʊ	sɛssʊm
zeverita	-	seveʁite	severita	seβeɾiðad	sevɨɾidadɨ	sɛwerɪtatɛm
zevero	-	sevɛʁ	sevɛro	seβeɾo	-	sɛwerʊm
sestaio	-	-	sestaio	-	-	sɛkstarɪʊm
sesto	-	-	sɛsto	seksto	seʃtʊ	sɛkstʊm
sessualita	sekswalitate	sɛksyalite	sessualita	sekswaliðad	seksuɐlidadɨ	sɛksʊalɪtatɛm
zilβaɾ	ʃwieɾa	syble	-	silβaɾ	silvaɹ	sibɪlarɛ
zikario	-	sikɛʁ	sikario	sikaɾjo	sikaɾjʊ	sikarɪʊm
zitʃʃita	setʃetə	siksite	sitʃʃita	-	sisidadɨ	sɪkkɪtatɛm
zeðʃeɾə	setʃeɾə	-	-	-	-	sikilɛm
ziðeɾeo	-	-	sidɛreo	siðeɾeo	sidɛɾiʊ	sidɛrɛʊm
ziðʒila	sidʒila	sɛle	-	seʎaɾ	sɨlaɹ	sɪɡɪllarɛ
suðʒʒeʎo	sudʒel	so	sudʒʒɛllo	seʎo	selʊ	sɪɡɪllʊm
ziɲifiɣazjo	-	siɲifikasjɔ̃	-	-	-	sɪŋnɪfɪkatɪonɛm
ziɲe	-	siɲe	seɲare	seɲaɾ	-	sɪŋnarɛ
zelðʃe	-	-	seltʃe	siliθe	silisɨ	sɪlɪkɛm
zilizjʊ	-	-	silitʃo	siliθjo	silisjʊ	sɪlɪkɪʊm
silikwastro	-	-	silikwastro	-	-	sɪlɪkwastrʊm
zelva	silvə	silv	selva	selβa	selvɐ	sɪlwam
zelvaðʒʒo	səlbatik	sovaʒ	selvadʒʒo	selβatiko	selvatikʊ	sɪlwatɪkʊm
silβestɾe	-	-	-	silβestɾe	silvɛʃtɹɨ	sɪlwɛstrɛm
zilvikolo	-	-	silvikolo	-	-	sɪlwɪkɔlʊm
zelvozo	-	-	selvozo	-	-	sɪlwosʊm
ximja	-	sɛ̃ʒ	ʃimmia	ximja	-	simɪam
zeamən	seamən	-	simile	simil	simil	sɪmɪlɛm
zimilidyd	-	similityd	-	-	-	sɪmɪlɪtudɪnɛm
ʃimmia	-	sɛ̃ʒ	ʃimmia	simjo	simjʊ	simɪʊm
zimyltanœm	-	simyltanœm	-	-	-	sɪmʊltanɛʊm
zinðʃer	sintʃer	sɛ̃sɛʁ	sintʃero	sinθeɾo	siŋsɛɾʊ	sɪŋkerʊm
sesiby	-	sɛ̃sipy	-	-	siŋsiput	sɪŋkɪpʊt
zoʎoθo	suɡits	sɑ̃ɡlo	-	soʎoθo	sulusʊ	sɪŋɡʊltʊm
zinʊ	-	-	-	-	sinʊ	sɪnɛrɛ
zeno	sɨn	sɛ̃	seno	seno	senʊ	sɪnʊm
zibario	-	-	sipario	-	-	sɪparɪʊm
sista	sista	-	-	-	-	sɪstɛrɛ
sistʁ	-	sistʁ	-	-	-	sistrʊm
zitula	situlə	sɛj	situla	-	situlɐ	sɪtʊlam
zito	-	sit	sito	sitjo	sitjʊ	sɪtʊm
zmeraldo	smaɾald	emʁod	zmeraldo	esmeɾalða	ʃmeɾɑldɐ	smaraɡdʊm
zmilatʃe	-	-	zmilatʃe	-	-	smilakɛm
suβɹiɲʊ	-	-	-	soβɾino	subɹiɲʊ	sobrinʊm
zoɣʊ	-	-	-	θweko	sokʊ	sɔkkʊm
suoðʃero	sokru	-	suɔːtʃero	sweɣɾo	soɡɹʊ	sɔkɛrʊm
suoðʃera	sɔakrə	-	suɔːtʃera	sweɣɾa	sɔɡɹɐ	sɔkrʊm
sodalitsio	-	-	sodalitsio	-	-	sɔdalɪkɪʊm
zoðaliða	-	sodalite	sodalita	soðaliðad	-	sɔdalɪtatɛm
soʎatsso	-	sula	sollatsso	solaθ	sulaʃ	solakɪʊm
sulaɹ	solar	solɛʁ	solare	solaɾ	sulaɹ	solarɛm
zolari	-	-	solarium	-	sulaɾjʊ	solarɪʊm
zoʎa	-	sœj	sɔʎa	swela	soʎɐ	sɔlɛam
zolere	-	-	sɔlere	soleɾ	sueɹ	sɔlerɛ
zolidare	-	sude	solidare	soliðaɾ	sulidaɹ	sɔlɪdarɛ
zolido	solid	sɔl	sɔlido	soliðo	sɔlidʊ	sɔlɪdʊm
zoliloɣ	-	solilok	solilɔkwjo	-	-	solɪlɔkwɪʊm
zoleðβɾe	-	solityd	-	soleðumbɾe	sulidɐ̃ʊ̃	solɪtudɪnɛm
zoʎo	-	-	sɔʎo	-	sɔljʊ	sɔlɪʊm
zolerde	-	-	solɛrte	soleɾte	sulɛɾətɨ	sɔllɛrtɛm
zolizitazjo	-	sɔlisitasjɔ̃	solletʃitatsione	soliθitaθjon	sulisitɐsɐ̃ʊ̃	sɔllɪkɪtatɪonɛm
zoʎetʃitare	-	sɔlisite	solletʃitare	soliθitaɾ	sulisitaɹ	sɔllɪkɪtarɛ
zoʎetʃituʤne	-	sɔlisityd	solletʃitudine	soliθitud	sulisitudɨ	sɔllɪkɪtudɪnɛm
zoʎetʃito	-	-	sollɛtʃito	soliθito	sulisitʊ	sɔllɪkɪtʊm
zol	sol	sɔl	solo	solo	-	sɔlʊm
zolo	-	sœl	solo	solo	-	solʊm
zowdʊ	-	solyte	solto	swelto	sowtʊ	sɔlutʊm
zolβeɾ	solvʲ	sudʁ	solvere	solβeɾ	sulveɹ	sɔlwɛrɛ
zoɲaðoɾ	-	sɔ̃ʒœʁ	soɲatore	soɲaðoɾ	suɲɐdoɹ	sɔmnɪatorɛm
zuniɣulozʊ	-	-	sonnakkiozo	-	sunikulozʊ	sɔmnɪkʊlosʊm
zonifer	somnifer	sɔmnifɛʁ	sonnifero	somnifeɾo	sunifɨɾʊ	sɔmnɪfɛrʊm
zoʒe	-	sɔ̃ʒe	soɲare	soɲaɾ	suɲaɹ	sɔmnɪarɛ
zoɲʊ	-	sɔ̃ʒ	soɲɲo	sweɲo	soɲʊ	sɔmnɪʊm
zonolento	-	sɔmnolɑ̃	sonnolɛnto	soɲoljɛnto	sunuleɪŋtʊ	sɔmnɔlɛntʊm
zom	somn	sɔmɛj	sonno	sweɲo	sonʊ	sɔmnʊm
zonito	sunet	-	sonito	soniðo	-	sɔnɪtʊm
zonor	sonor	sonɔʁ	sonɔro	sonoɾo	sunɔɾʊ	sɔnorʊm
zoŋðɨ	-	-	-	sonte	soŋtɨ	sɔntɛm
zo	sun	sɔ̃	suɔno	son	soŋ	sɔnʊm
zopore	-	-	sopore	sopoɾ	-	sɔporɛm
zoɾθe	ʃɔaɾetʃe	suʁi	sɔritʃe	soɾθe	-	sorɪkɛm
zoreʎa	soɾə	sœʁ	sorɛlla	soɾ	-	sɔrorɛm
zoʁoʁide	-	soʁoʁite	-	soɾoɾiðad	suɾuɾidadɨ	sɔrorɪtatɛm
zoarðə	sɔartə	sɔʁ	sɔrte	sweɾte	sɔɾətɨ	sɔrtɛm
sortsleɡo	-	-	sortileɡo	-	-	sɔrtɪlɛɡʊm
sortsre	-	sɔʁtiʁ	sortire	suɾtiɾ	suɾətiɹ	sɔrtiri
soʁtssjo	-	sɔʁtisjɔ̃	-	-	-	sɔrtitɪonɛm
spardʒe	spardʒe	epaʁdʁ	spardʒere	espaɾθiɾ	ʃpɐɾəʒiɹ	sparɡɛrɛ
espaɾto	-	-	-	espaɾto	-	spartʊm
espase	-	ɛspase	spatssare	espaθjaɾ	ʃpɐsaɹ	spatɪari
spatolato	-	-	spatolato	-	-	spatʊlatʊm
ʃβesjɨ	spetʃje	epis	spɛtsje	espeθje	ʃpɛsjɨ	spɛkɪɛm
esbeθifiko	-	spesifik	spetʃifiko	espeθifiko	ʃpesifikʊ	spɛkɪfɪkʊm
spəsimen	-	spəsimɛn	-	espeθimen	ʃpɛsimɨ	spɛkɪmɛn
sbeɣɣio	-	-	spɛkkio	-	ʃpeʎʊ	spɛklʊm
sbettakolo	-	spɛktakl	spettakolo	espektakulo	ʃpetakulʊ	spɛktakʊlʊm
spettare	-	-	spettare	-	-	spɛktarɛ
sbeɣulatsv	spekulativ	spekylatif	spekulativo	espekulatiβo	ʃpekulɐtivʊ	spɛkʊlatiwʊm
sbekulatore	spekulator	spekylatœʁ	spekulatore	espekulaðoɾ	ʃpekulɐdoɹ	spɛkʊlatorɛm
sbeɣɣio	-	-	spɛkkio	espexo	ʃpeʎʊ	spɛkʊlʊm
spelta	-	-	spɛlta	espelta	-	spɛltam
speloɣ	-	spelɔ̃k	spelonka	espelunka	ʃpelũŋkɐ	spelʊŋkam
spreare	-	ɛspeʁe	sperare	espeɾaɾ	ʃpɨɾaɹ	sperarɛ
speme	-	-	speme	-	-	spɛm
spinal	spinal	spinal	spinale	espinal	ʃpinɑl	spinalɛm
spinyl	-	spinyl	spilla	-	ʃpinulɐ	spinʊlam
ʃβiɾaɣulʊ	-	-	-	-	ʃpiɾakulʊ	spirakʊlʊm
spiratsione	-	-	spiratsione	-	-	spiratɪonɛm
spirare	-	ʁɛspiʁe	spirare	espiɾaɾ	-	spirarɛ
spesso	-	epɛ	spesso	espeso	ʃpesʊ	spɪssʊm
splendere	-	-	splɛndere	-	-	splɛnderɛ
spuzə	spuzə	-	-	-	-	spɔdɪʊm
spoʎare	-	spolje	spoʎare	-	-	spɔlɪarɛ
spoʎo	-	-	spɔʎo	-	ʃpɔljʊ	spɔlɪʊm
espoŋxa	-	-	-	espoŋxa	ʃpoŋʒɐ	spɔŋɡɪam
ʃbozɐ	-	epuz	spoza	esposa	ʃpozɐ	sponsam
zβozare	-	epuze	spozare	-	ʃpuzaɹ	sponsarɛ
spozo	-	epu	spozo	esposo	ʃpozʊ	sponsʊm
esbweɾta	-	-	spɔrta	espweɾta	ʃpɔɾətɐ	spɔrtam
spa	spuma	-	spumare	espumaɾ	ʃpumaɹ	spumarɛ
spos	spumos	spymø	spumozo	espumoso	ʃpumozʊ	spumosʊm
eʃbuiɹ	-	-	-	-	eʃpuiɹ	spʊɛrɛ
spurka	spurka	-	sporkare	-	-	spʊrkarɛ
sborɣ	spurk	-	spɔrko	-	ʃpuɾəkʊ	spʊrkʊm
spur	ʃpur	-	spurio	espuɾjo	ʃpuɾjʊ	spʊrɪʊm
ʃβudaɹ	-	-	sputare	esputaɾ	ʃputaɹ	sputarɛ
sputo	sputə	-	sputo	esputo	ʃputʊ	sputʊm
eskwaliðo	-	skwalid	-	eskwaliðo	ʃkwɑlidʊ	skwalɪdʊm
skwal	skal	skwal	skwalo	eskwalo	ʃkaʎʊ	skwalʊm
skwama	skamə	skwam	skwama	eskama	ʃkɐ̃mɐ	skwamam
stabil	stabilʲ	etabliʁ	stabilire	estaβleθeɾ	ʃtɐbɨlɨseɹ	stabɪlirɛ
stabile	stabil	stabl	stabile	estaβle	ʃtavɛl	stabɪlɛm
staɲɲo	-	-	staɲɲo	-	-	staŋnʊm
staniw	staniw	etɛ̃	staɲɲo	estaɲo	ʃtɐ̃ɲʊ	stannʊm
stab	-	stap	-	estapeðe	-	stapɛdɛm
stadera	-	statɛʁ	stadɛra	estateɾa	-	stateram
etaʒ	-	etaʒ	stadʒʒo	-	-	statɪkʊm
statua	statwə	staty	statua	estatwa	-	statʊam
statye	-	statye	statuire	estatwiɾ	ʃtɐtuiɹ	statʊɛrɛ
stat	stat	ete	stato	estaðo	ʃtadʊ	statʊm
steleʁ	-	stɛlɛʁ	-	estelaɾ	ʃtɨlaɹ	stellarɛm
steʎato	-	-	stellato	-	-	stɛllatʊm
stemma	-	-	stɛmma	-	-	stɛmma
esteɾɣolaɾ	-	-	-	esteɾkolaɾ	-	stɛrkɔrarɛ
sterɣo	ʃterk	-	stɛrko	estjeɾkol	ʃteɾəkʊ	stɛrkʊs
sternere	-	-	stɛrnere	-	-	stɛrnɛrɛ
stsʎa	-	-	stilla	-	-	stɪllam
stiʎitʃiʤo	-	-	stillitʃidio	-	-	stɪllɪkɪdɪʊm
ʃtsmulɐsɐʊ	-	-	-	estimulaθjon	ʃtimulɐsɐ̃ʊ̃	stɪmʊlatɪonɛm
estsβaɾ	-	-	stivare	estiβaɾ	-	stiparɛ
stspyle	-	stipyle	stipulare	estipulaɾ	-	stɪpʊlari
stsrbe	stirpe	-	stirpe	estiɾpe	ʃtiɾəpɨ	stɪrpɛm
ʃdolidʊ	-	-	stɔlido	-	ʃtɔlidʊ	stɔlɪdʊm
stolo	-	stolɔ̃	-	-	-	stɔlonɛm
stuoia	-	stɔʁ	stuɔia	esteɾa	ʃteɪɾɐ	stɔrɛam
stradʒe	-	-	stradʒe	estɾaɣo	ʃtɹaɡʊ	straɡɛm
ʃðɹaðɐ	stradə	-	strada	estɾaða	ʃtɹadɐ	stratam
strat	strat	ɛstʁad	strato	estɾaðo	ʃtɹadʊ	stratʊm
eðʁen	-	etʁɛn	strɛnna	estɾena	eʃtɹɛɪɐ	strenam
esðɾenwiðað	-	-	-	estɾenwiðad	-	strenʊɪtatɛm
strenuo	-	-	strɛnuo	-	ʃtɹɛnuʊ	strenʊʊm
ʃdɹepidʊ	-	-	strɛpito	estɾepito	ʃtɹɛpitʊ	strɛpɪtʊm
stria	-	-	stria	estɾia	-	strɪam
stridere	-	stʁide	stridere	-	-	stridɛrɛ
striɡə	striɡə	stʁiʒ	streɡa	estɾiɣa	ʃtɹiɡɐ	striɡam
edʁij	-	etʁij	stridʒile	estɾixil	-	strɪɡɪlɛm
eðʁeðʁ	strɨŋdʒe	etʁɛ̃dʁ	strindʒere	estɾiŋxiɾ	ʃtɹiŋʒiɹ	strɪŋɡɛrɛ
ʃðɹiʒɨ	-	-	stridʒe	estɾixe	ʃtɹiʒɨ	strɪɡɛm
strub	strup	ɛstʁɔp	strɔppo	-	ʃtɹovʊ	strɔppʊm
strub	strup	-	-	-	-	strʊppʊm
struts	struts	otʁyʃ	strutsso	aβestɾuθ	ɐvɨʃtɹuʃ	strutʰɪonɛm
estuðjaɾ	studja	etydje	studjare	estuðjaɾ	ʃtudaɹ	stʊderɛ
stuʤw	studiw	etyd	studio	estuðjo	ʃtudjʊ	stʊdɪʊm
stolto	-	-	stolto	estulto	ʃtuwtʊ	stʊltʊm
estubeɾ	-	-	stupire	estupeɾ	-	stʊperɛ
styβœʁ	-	stypœʁ	-	-	-	stʊporɛm
estoba	stupə	etup	stoppa	estopa	ʃtopɐ	stʊppam
stubratore	-	-	stupratore	-	-	stupratorɛm
stubro	-	stypʁ	stupro	estupɾo	ʃtupɹʊ	stʊprʊm
storno	-	etuʁno	storno	estoɾnino	ʃtuɾəniɲʊ	stʊrnʊm
ʃðuɾakɨ	-	-	storatʃe	-	ʃtuɾakɨ	styrakɛm
suadere	-	-	suadere	swaðiɾ	suɐdiɹ	sʊaderɛ
zwaβe	-	syav	soave	swaβe	suavɨ	sʊawɛm
zoavita	-	syavite	soavita	swaβiðad	-	sʊawɪtatɛm
zalβə	salbə	-	-	-	-	sʊbalbʊm
subdolo	-	-	subdolo	-	-	sʊbdɔlʊm
suβiɾ	suj	sybiʁ	subire	suβiɾ	subiɹ	sʊbirɛ
zybeʁø	suber	sybeʁø	suɡero	suβeɾoso	subɾɨiɾʊ	subɛrɛm
suβjaθeɾ	-	-	sodʒʒatʃɛre	suβjaθeɾ	-	sʊbɪakerɛ
syʒesjo	-	syʒesjɔ̃	-	-	-	sʊbɪɛktɪonɛm
subjett	subjekt	syʒɛ	sodʒʒetto	suxeto	suʒeɪtʊ	sʊbɪɛktʊm
sude	-	sudɛ̃	subitaneo	suβitaneo	subitɐ̃niʊ	sʊbɪtanɛʊm
subit	subit	sybi	subito	supito	subitʊ	sʊbɪtʊm
suβʒuɡaɹ	subʒuɡa	sybʒyɡe	sodʒʒoɡare	soxuθɣaɾ	subʒuɡaɹ	sʊbɪʊɡarɛ
zyβʒyɡe	-	sybʒyɡe	-	suβjuɣaɾ	-	sʊbjʊɡarɛ
zoleβaɾ	-	sulve	sollevare	soleβaɾ	sulɨvaɹ	sʊblɛwarɛ
zyblimazjo	-	syblimasjɔ̃	sublimatsione	suβlimaθjon	sublimɐsɐ̃ʊ̃	sʊblimatɪonɛm
sinistɾaɾ	-	-	somministrare	suministɾaɾ	-	sʊbmɪnɪstrarɛ
zəmoðʁ	-	səmɔ̃dʁ	-	-	-	sʊbmɔnerɛ
subornare	-	sybɔʁne	subornare	soβoɾnaɾ	subuɾənaɹ	sʊbornarɛ
zorridere	suɾɨde	suʁiʁ	sorridere	sonreiɾ	suʁiɹ	sʊbriderɛ
suβɾoɣaɾ	-	-	surroɡare	suβɾoɣaɾ	-	sʊbrɔɡarɛ
subsanare	-	-	subsannare	-	-	sʊbsannarɛ
soskrivere	-	suskʁiʁ	soskrivere	suskɾiβiɾ	subskɹɨveɹ	sʊbskribɛrɛ
subsɨɡiɹ	-	-	susseɡwire	-	subsɨɡiɹ	sʊbsɛkwi
sybsid	-	sybsid	sussidio	suβsiðjo	-	sʊbsɪdɪʊm
sostantsa	substantsə	sybstɑ̃s	sostantsa	suβstanθja	-	sʊbstantɪam
sybststysjo	-	sybstitysjɔ̃	sostitutsione	sustituθjon	substituɪsɐ̃ʊ̃	sʊbstɪtutɪonɛm
sostrutsione	-	-	sostrutsione	-	-	sʊbstrʊktɪonɛm
sutsiɾe	subtsiɾe	sybtil	sottile	subtil	subtil	sʊbtilɛm
zyʤlide	-	sybtilite	sottilita	-	-	sʊbtilɪtatɛm
sottratsione	-	sustʁaksjɔ̃	sottratsione	sustɾakθjon	subtɹɐsɐ̃ʊ̃	sʊbtraktɪonɛm
stradʒe	sustradʒe	sustʁɛʁ	sottrarre	sustɾaeɾ	subtɹɐiɹ	sʊbtrahɛrɛ
subbia	sulə	sybyl	subbia	suβiʎa	suvɛlɐ	subʊlam
zybyʁbe	-	sybyʁbɛ̃	suburbano	-	-	sʊbʊrbanʊm
suvniʁ	-	suvniʁ	sovvenire	subβeniɾ	-	sʊbwɛnirɛ
syβveʁtsʁ	-	sybvɛʁtiʁ	-	-	-	sʊbwɛrtɛrɛ
sudʃʃedaneo	-	-	sutʃʃedaneo	-	-	sʊkkedanɛʊm
